FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,SECURELVL
"10001275",CRAIN UNIT,1401 STATE SCHOOL RD,GATESVILLE,TX,"76599","2999",STATE,OPEN,"1430",CORYELL,USA,MAXIMUM
"10001274",MURRAY PRISON,1916 NORTH HWY 36 BYPASS,GATESVILLE,TX,"76596","-999",STATE,OPEN,"1272",CORYELL,USA,MAXIMUM
"10001967",NEAL PRISON,9055 SPUR 591,AMARILLO,TX,"79107","9696",STATE,OPEN,"1717",POTTER,USA,MEDIUM
"10000102",ROEDERER CORRECTIONAL COMPLEX,P.O. BOX 69,LAGRANGE,KY,"40031","-999",STATE,OPEN,"1209",OLDHAM,USA,MAXIMUM
"10000115",LEE ADJUSTMENT CENTER,168 LEE ADJUSTMENT CENTER DRIVE,BEATTYVILLE,KY,"41311","-999",STATE,OPEN,"-999",LEE,USA,CLOSE
"10002729",MONTFORD UNIT - PSYCHIATRIC FACILITY,8602 PEACH ST,LUBBOCK,TX,"79404","-999",STATE,OPEN,"637",LUBBOCK,USA,NOT AVAILABLE
"10002725",CHOICE MOORE TRANSFER FACILITY,1700 N FM 87,BONHAM,TX,"75418","-999",STATE,OPEN,"1173",FANNIN,USA,MEDIUM
"10000117",GREEN RIVER CORRECTIONAL COMPLEX,1200 RIVER RD,CENTRAL CITY,KY,"42330","-999",STATE,OPEN,"982",MUHLENBERG,USA,MEDIUM
"10000121",WESTERN KENTUCKY CORRECTIONAL COMPLEX,374 NEW BETHEL CHURCH RD,FREDONIA,KY,"42411","-999",STATE,OPEN,"677",LYON,USA,MEDIUM
"10000106",KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,3000 ASH AVE,PEWEE VALLEY,KY,"40056","-999",STATE,OPEN,"719",SHELBY,USA,MAXIMUM
"10000107",LITTLE SANDY CORRECTIONAL COMPLEX,505 PRISON CONNECTOR,SANDY HOOK,KY,"41171","-999",STATE,OPEN,"1001",ELLIOTT,USA,MEDIUM
"10004331",USP MCCREARY CAMP,330 FEDERAL WAY,PINE KNOT,KY,"42635","-999",FEDERAL,OPEN,"144",MCCREARY,USA,MINIMUM
"10000112",SOUTHEAST KENTUCKY CORRECTIONAL CENTER,327 CORRECTION RD,WHEELWRIGHT,KY,"41669","500",STATE,OPEN,"0",FLOYD,USA,MEDIUM
"10003650",BLACKBURN CORRECTIONAL COMPLEX,3111 SPURR RD,LEXINGTON,KY,"40511","-999",STATE,OPEN,"591",FAYETTE,USA,MINIMUM
"10000110",EASTERN KENTUCKY CORRECTIONAL COMPLEX,200 ROAD TO JUSTICE,WEST LIBERTY,KY,"41472","-999",STATE,OPEN,"1672",MORGAN,USA,MEDIUM
"10001618",CREMER THERAPEUTIC COMMUNITY CENTER,689 ROUTE O,FULTON,MO,"65251","-999",STATE,OPEN,"174",CALLAWAY,USA,MINIMUM
"10001630",POTOSI CORRECTIONAL CENTER,11593 STATE HWY O,MINERAL POINT,MO,"63660","-999",STATE,OPEN,"-999",WASHINGTON,USA,MAXIMUM
"10001608",CROSSROADS CORRECTIONAL CENTER,1115 E PENCE RD,CAMERON,MO,"64429","-999",STATE,OPEN,"1463",DEKALB,USA,MAXIMUM
"10004065",EASTERN RECEPTION DIAGNOSTIC / CORRECTIONAL CTR,2727 HWY K,BONNE TERRE,MO,"63628","-999",STATE,OPEN,"2986",ST. FRANCOIS,USA,MAXIMUM
"10004068",SOUTH CENTRAL CORRECTIONAL CENTER,255 W HWY 32,LICKING,MO,"65542","-999",STATE,OPEN,"1500",TEXAS,USA,MAXIMUM
"10001624",MISSOURI EASTERN CORRECTIONAL CENTER,18701 US HWY 66,PACIFIC,MO,"63069","-999",STATE,OPEN,"1094",ST. LOUIS,USA,MEDIUM
"10001616",KANSAS CITY REENTRY CENTER,651 MULBERRY ST,KANSAS CITY,MO,"64101","-999",STATE,OPEN,"141",JACKSON,USA,MINIMUM
"10001622",BOONVILLE CORRECTIONAL CENTER,1216 E MORGAN ST,BOONVILLE,MO,"65233","1300",STATE,OPEN,"1322",COOPER,USA,MINIMUM
"10004043",CHILLICOTHE CORRECTIONAL CENTER,3151 LITTON ROAD,CHILLICOTHE,MO,"64601","-999",STATE,OPEN,"1529",LIVINGSTON,USA,MAXIMUM
"10001632",OZARK CORRECTIONAL CENTER,929 HONOR CAMP LANE,FORDLAND,MO,"65652","-999",STATE,OPEN,"716",WEBSTER,USA,MINIMUM
"10001609",WESTERN MISSOURI CORRECTIONAL CENTER,609 E PENCE RD,CAMERON,MO,"64429","-999",STATE,OPEN,"1795",DEKALB,USA,MEDIUM
"10002405",ALGOA CORRECTIONAL CENTER,8501 NO MORE VICTIMS RD,JEFFERSON CITY,MO,"65101","-999",STATE,OPEN,"1530",COLE,USA,MINIMUM
"10005856",BIGGS FORENSIC CENTER,600 EAST 5TH STREET,FULTON,MO,"65251","-999",STATE,OPEN,"-999",CALLAWAY,USA,MAXIMUM
"10004054",GUHLEMAN FORENSIC CENTER,600 EAST 5TH ST,FULTON,MO,"65251","-999",STATE,OPEN,"-999",CALLAWAY,USA,MEDIUM
"10001619",HEARNES FORENSIC CENTER,600 EAST 5TH ST,FULTON,MO,"65251","-999",STATE,OPEN,"-999",CALLAWAY,USA,NOT AVAILABLE
"10001805",TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,"38963","-999",MULTI,OPEN,"-999",TALLAHATCHIE,USA,MAXIMUM
"10006565",FULTON STATE HOSPITAL,600 EAST 5TH STREET,FULTON,MO,"65251","-999",STATE,OPEN,"-999",CALLAWAY,USA,NOT AVAILABLE
"10000942",TIPTON CORRECTIONAL CENTER,619 N OSAGE AVE,TIPTON,MO,"65081","-999",STATE,OPEN,"1225",MONITEAU,USA,MINIMUM
"10001612","WESTERN RECEPTION, DIAGNOSTIC / CORRECTIONAL CTR",3401 FARAON ST,ST. JOSEPH,MO,"64506","-999",STATE,OPEN,"2051",BUCHANAN,USA,MINIMUM
"10001615","WOMEN'S EASTERN RECEPTION, DIAGNOSTIC / CORRECTIONAL CENTER",1101 E HWY 54,VANDALIA,MO,"63382","-999",STATE,OPEN,"1767",AUDRAIN,USA,MAXIMUM
"10004060",TRANSITION CENTER OF ST. LOUIS,1621 NORTH FIRST ST,ST. LOUIS,MO,"63102","-999",STATE,OPEN,"372",ST. LOUIS (CITY),USA,MINIMUM
"10001631",FARMINGTON CORRECTIONAL CENTER,1012 W COLUMBIA ST,FARMINGTON,MO,"63640","-999",STATE,OPEN,"2622",ST. FRANCOIS,USA,MEDIUM
"10001617",FULTON RECEPTION AND DIAGNOSTIC CENTER,1393 HWY O,FULTON,MO,"65251","-999",STATE,OPEN,"1400",CALLAWAY,USA,MINIMUM
"10001626",JEFFERSON CITY CORRECTIONAL CENTER,8200 NO MORE VICTIMS RD,JEFFERSON CITY,MO,"65101","-999",STATE,OPEN,"1941",COLE,USA,MAXIMUM
"10001606",MARYVILLE TREATMENT CENTER,30227 US HWY 136,MARYVILLE,MO,"64468","-999",STATE,OPEN,"520",NODAWAY,USA,MINIMUM
"10004515",SMITH TRANSITIONAL CENTER,8631 UNITED STATES HIGHWAY 301 NORTH,CLAXTON,GA,"30417","-999",STATE,OPEN,"199",EVANS,USA,MINIMUM
"10000309",SMITH STATE PRISON & PROBATION CENTER,9676 UNITED STATES HIGHWAY 301 NORTH,GLENNVILLE,GA,"30427","-999",STATE,OPEN,"1514",TATTNALL,USA,CLOSE
"10000307",PULASKI STATE PRISON,373 UPPER RIVER ROAD,HAWKINSVILLE,GA,"31036","-999",STATE,OPEN,"1162",PULASKI,USA,MEDIUM
"10000310",ROGERS STATE PRISON,1978 GEORGIA HIGHWAY 147,REIDSVILLE,GA,"30453","-999",STATE,OPEN,"1398",TATTNALL,USA,MEDIUM
"10001423",MACON TRANSITIONAL CENTER,200 HENRY ST,MACON,GA,"31206","-999",STATE,OPEN,"157",BIBB,USA,MINIMUM
"10001414",METRO TRANSITIONAL CENTER,1303 CONSTITUTION ROAD,ATLANTA,GA,"30316","-999",STATE,OPEN,"229",DEKALB,USA,MINIMUM
"10006322",RIVERBEND CORRECTIONAL FACILITY,196 LAYING FARM ROAD,MILLEDGEVILLE,GA,"31061","-999",STATE,OPEN,"1497",BALDWIN,USA,MEDIUM
"10000304",RUTLEDGE STATE PRISON,7175 MANOR ROAD,COLUMBUS,GA,"31907","-999",STATE,OPEN,"601",MUSCOGEE,USA,MEDIUM
"10000303",JOHNSON STATE PRISON,290 DONOVAN-HARRISON ROAD,WRIGHTSVILLE,GA,"31096","-999",STATE,OPEN,"1583",JOHNSON,USA,MEDIUM
"10000323",LEE STATE PRISON,153 PINEWOOD DRIVE,LEESBURG,GA,"31763","-999",STATE,OPEN,"740",LEE,USA,MEDIUM
"10005199",LONG STATE PRISON,1434 US HWY 84 EAST,LUDOWICI,GA,"31316","-999",STATE,OPEN,"208",LONG,USA,MEDIUM
"10002137",MACON STATE PRISON,2728 SOUTH 49 HWY,OGLETHORPE,GA,"31068","-999",STATE,OPEN,"1703",MACON,USA,CLOSE
"10000297",HANCOCK STATE PRISON,701 PRISON BLVD,SPARTA,GA,"31087","-999",STATE,OPEN,"1143",HANCOCK,USA,CLOSE
"10000284",HAYS STATE PRISON,777 UNDERWOOD DRIVE,TRION,GA,"30753","-999",STATE,OPEN,"1065",CHATTOOGA,USA,CLOSE
"10001415",HELMS FACILITY,1275 CONSTITUTION ROAD SE,ATLANTA,GA,"30316","-999",STATE,OPEN,"28",DEKALB,USA,MINIMUM
"10006453",JENKINS CORRECTIONAL FACILITY,3404 KENT FARM DRIVE,MILLEN,GA,"30442","-999",STATE,OPEN,"1171",JENKINS,USA,MEDIUM
"10004248",CENTRAL MISSISSIPPI CORRECTIONAL FACILITY,3794 STATE HWY 468,PEARL,MS,"39208","-999",STATE,OPEN,"3484",RANKIN,USA,MAXIMUM
"10000508",MARTIN CORRECTIONAL INSTITUTION,1150 SW ALLAPATTAH ROAD,INDIANTOWN,FL,"34956","4397",STATE,OPEN,"1436",MARTIN,USA,CLOSE
"10004170",CALDWELL CORRECTIONAL CENTER,480 PLEASANT HILL RD,LENOIR,NC,"28645","-999",STATE,OPEN,"238",CALDWELL,USA,MINIMUM
"10002633",CALEDONIA CORRECTIONAL INSTITUTION,2787 CALEDONIA DR,TILLERY,NC,"27882","-999",STATE,OPEN,"1038",HALIFAX,USA,MEDIUM
"10004514",WOMEN'S DETENTION CENTER,8662 UNITED STATES HIGHWAY 301 NORTH,CLAXTON,GA,"30417","-999",STATE,OPEN,"1",EVANS,USA,MINIMUM
"10000838",OAK GLEN CONSERVATION CAMP #35,41100 PINEBENCH ROAD,YUCAIPA,CA,"92399","-999",STATE,OPEN,"129",SAN BERNARDINO,USA,MINIMUM
"10004251",SIMPSON COUNTY TECHNICAL VIOLATION CENTER,714 WOOD RD,MAGEE,MS,"39111","-999",STATE,OPEN,"58",SIMPSON,USA,MINIMUM
"10000851",CENTRAL VALLEY MODIFIED COMMUNITY CORRECTIONAL FACILITY,254 TAYLOR AVENUE,MCFARLAND,CA,"93250","-999",STATE,OPEN,"-999",KERN,USA,MEDIUM
"10002126",WASHINGTON STATE PRISON / ANNEX,13262 HWY 24 E,DAVISBORO,GA,"31018","-999",STATE,OPEN,"1334",WASHINGTON,USA,MEDIUM
"10004487",WEST CENTRAL CENTER,1070 COUNTY FARM ROAD,ZEBULON,GA,"30295","-999",STATE,OPEN,"-999",PIKE,USA,MEDIUM
"10004453",WHITWORTH WOMEN'S FACILITY,414 VALLEY HART ROAD,HARTWELL,GA,"30643","-999",STATE,OPEN,"436",HART,USA,MEDIUM
"10000318",WILCOX STATE PRISON,470 SOUTH BROAD STREET,ABBEVILLE,GA,"31001","-999",STATE,OPEN,"1789",WILCOX,USA,MEDIUM
"10000328",VALDOSTA STATE PRISON,3259 VALTECH RD,VALDOSTA,GA,"31601","-999",STATE,OPEN,"1000",LOWNDES,USA,CLOSE
"10001432",VALDOSTA TRANSITIONAL CENTER,263 GILL HARBIN INDUSTRIAL BLVD.,VALDOSTA,GA,"31601","-999",STATE,OPEN,"164",LOWNDES,USA,MINIMUM
"10002147",WARE STATE PRISON,3620 NORTH HARRIS ROAD,WAYCROSS,GA,"31501","-999",STATE,OPEN,"1485",WARE,USA,CLOSE
"10000283",WALKER STATE PRISON,97 KEVIN LANE,ROCK SPRING,GA,"30739","-999",STATE,OPEN,"406",WALKER,USA,MEDIUM
"10003934",STEWART DETENTION CENTER,146 CCA ROAD,LUMPKIN,GA,"31815","-999",FEDERAL,OPEN,"1584",STEWART,USA,MEDIUM
"10004913",NEW CASTLE CORRECTIONAL FACILITY,1000 VAN NUYS RD,NEW CASTLE,IN,"47362","-999",STATE,OPEN,"3100",HENRY,USA,MEDIUM
"10000316",TELFAIR STATE PRISON,210 LONGBRIDGE ROAD,HELENA,GA,"31037","-999",STATE,OPEN,"1370",TELFAIR,USA,CLOSE
"10000320",FCI JESUP,2600 HIGHWAY 301 SOUTH,JESUP,GA,"31599","-999",FEDERAL,OPEN,"980",WAYNE,USA,MEDIUM
"10006549",MINNESOTA SECURITY HOSPITAL,100 FREEMAN DRIVE,ST. PETER,MN,"56082","1599",STATE,OPEN,"369",NICOLLET,USA,NOT AVAILABLE
"10001073",MADISON CORRECTIONAL FACILITY,800 MSH BUS STOP DR,MADISON,IN,"47250","-999",STATE,OPEN,"550",JEFFERSON,USA,MINIMUM
"10001067",RECEPTION DIAGNOSTIC CENTER (MEN),737 MOON RD,PLAINFIELD,IN,"46168","-999",STATE,OPEN,"400",HENDRICKS,USA,NOT AVAILABLE
"10000479",LARGO ROAD PRISON,5201 ULMERTON RD,CLEARWATER,FL,"33760","4006",STATE,OPEN,"75",PINELLAS,USA,NOT AVAILABLE
"10001333",MCF - SHAKOPEE,1010 WEST 6TH AVENUE,SHAKOPEE,MN,"55379","-999",STATE,OPEN,"625",SCOTT,USA,MAXIMUM
"10006211",MCF - WILLOW RIVER,86032 COUNTY HIGHWAY 61,WILLOW RIVER,MN,"55795","-999",STATE,OPEN,"141",PINE,USA,MINIMUM
"10007020",MINNESOTA SEX OFFENDER PROGRAM - MOOSE LAKE,1111 HIGHWAY 73,MOOSE LAKE,MN,"55767","-999",STATE,OPEN,"-999",CARLTON,USA,NOT AVAILABLE
"10001319",MCF - MOOSE LAKE,1000 LAKE SHORE DRIVE,MOOSE LAKE,MN,"55767","-999",STATE,OPEN,"1037",CARLTON,USA,MEDIUM
"10001337",FMC ROCHESTER,2110 E CENTER ST,ROCHESTER,MN,"55904","-999",FEDERAL,OPEN,"639",OLMSTED,USA,MAXIMUM
"10001325",MCF - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,"55014","-999",STATE,OPEN,"1287",ANOKA,USA,MEDIUM
"10001331",MCF - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,"55082","1117",STATE,OPEN,"396",WASHINGTON,USA,MAXIMUM
"10001322",MCF - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,"55069","-999",STATE,OPEN,"990",CHISAGO,USA,CLOSE
"10004496",EMANUEL WOMEN'S FACILITY,714 GUMLOG ROAD,SWAINSBORO,GA,"30401","-999",STATE,OPEN,"395",EMANUEL,USA,MEDIUM
"10004497",EMANUEL PROBATION DETENTION CENTER,121 CASA DRIVE,TWIN CITY,GA,"30471","-999",STATE,OPEN,"-999",EMANUEL,USA,MEDIUM
"10000298",GA DIAGNOSTIC & CLASSIFICATION STATE PRISON,2978 STATE HWYY 36 W PRISON BLVD,JACKSON,GA,"30233","-999",STATE,OPEN,"3371",BUTTS,USA,CLOSE
"10002141",GEORGIA STATE PRISON,300 1ST AVENUE SOUTH,REIDSVILLE,GA,"30453","-999",STATE,OPEN,"1454",TATTNALL,USA,MAXIMUM
"10002134",CENTRAL STATE PRISON,4600 FULTON MILL RD,MACON,GA,"31208","-999",STATE,OPEN,"1136",BIBB,USA,MEDIUM
"10002138",DODGE STATE PRISON,2971 OLD BETHEL CHURCH ROAD,CHESTER,GA,"31012","-999",STATE,OPEN,"1228",DODGE,USA,MEDIUM
"10002144",COFFEE CORRECTIONAL FACILITY,1153 NORTH LIBERTY STREET,NICHOLLS,GA,"31554","-999",STATE,OPEN,"2657",COFFEE,USA,MEDIUM
"10006154",DOOLY STATE PRISON,1412 PLUNKETT ROAD,UNADILLA,GA,"31091","-999",STATE,OPEN,"1661",HOUSTON,USA,MEDIUM
"10002129",BALDWIN STATE PRISON,140 LAYING FARM RD,HARDWICK,GA,"31034","-999",STATE,OPEN,"953",BALDWIN,USA,MEDIUM
"10001421",BURRUSS CORRECTIONAL TRAINING CENTER,1000 INDIAN SPRINGS DR,FORSYTH,GA,"31029","-999",STATE,OPEN,"444",MONROE,USA,MEDIUM
"10003880",C H COLWELL DETENTION CENTER,189 BEASLEY STREET,BLAIRSVILLE,GA,"30512","-999",STATE,OPEN,"-999",UNION,USA,MINIMUM
"10002146",CALHOUN STATE PRISON,27823 MAIN ST,MORGAN,GA,"39866","-999",STATE,OPEN,"1638",CALHOUN,USA,MEDIUM
"10006153",AUGUSTA STATE MEDICAL PRISON,3001 GORDON HWY,GROVETOWN,GA,"30813","-999",STATE,OPEN,"1160",COLUMBIA,USA,CLOSE
"10004475",AUGUSTA TRANSITIONAL CENTER,601 TAYLOR STREET,AUGUSTA,GA,"30906","-999",STATE,OPEN,"226",RICHMOND,USA,MINIMUM
"10000325",AUTRY STATE PRISON,3178 MOUNT ZION CHURCH RD,PELHAM,GA,"31779","-999",STATE,OPEN,"1715",MITCHELL,USA,MEDIUM
"10006339",BAINBRIDGE SUBSTANCE ABUSE CENTER,235 STATE HOSPITAL ROAD,BAINBRIDGE,GA,"39817","-999",STATE,OPEN,"-999",DECATUR,USA,NOT AVAILABLE
"10006332",OKEECHOBEE CORRECTIONAL INSTITUTION WORK CAMP,3420 N.E. 168TH ST.,OKEECHOBEE,FL,"34972","4824",STATE,OPEN,"440",OKEECHOBEE,USA,NOT AVAILABLE
"10001015",TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,245 CARROLL RD,CLIFTON,TN,"38425","-999",STATE,OPEN,"365",WAYNE,USA,MINIMUM
"10002716",ALLRED PRISON,2101 FM 369 N,IOWA PARK,TX,"76367","-999",STATE,OPEN,"3701",WICHITA,USA,MAXIMUM
"10001978",BETO PRISON,1391 FM 3328,TENNESSEE COLONY,TX,"75880","-999",STATE,OPEN,"3358",ANDERSON,USA,MAXIMUM
"10001459",WEST PALM BEACH COMMUNITY RELEASE CENTER,261 WEST FAIRGROUNDS RD,WEST PALM BEACH,FL,"33411","3639",STATE,OPEN,"147",PALM BEACH,USA,MINIMUM
"10006664",TROUSDALE TURNER CORRECTIONAL CENTER,140 MACON WAY,HARTSVILLE,TN,"37074","-999",STATE,OPEN,"2481",TROUSDALE,USA,MEDIUM
"10001717",WHITEVILLE CORRECTIONAL FACILITY,1440 UNION SPRINGS ROAD,WHITEVILLE,TN,"38075","-999",STATE,OPEN,"1499",HARDEMAN,USA,MEDIUM
"10000424",NORTH FLORIDA EVALUATION & TREATMENT CENTER,1200 NE 55TH BLVD,GAINESVILLE,FL,"32641","2759",STATE,OPEN,"-999",ALACHUA,USA,MAXIMUM
"10004611",SUNCOAST COMMUNITY RELEASE CENTER,10596 GANDY BOULEVARD,SAINT PETERSBURG,FL,"33702","1422",STATE,OPEN,"159",PINELLAS,USA,MINIMUM
"10002178",TTH OF BARTOW,550 N RESTWOOD AVE,BARTOW,FL,"33830","4200",STATE,OPEN,"70",POLK,USA,MINIMUM
"10006324",TTH OF KISSIMMEE,900 EAST VINE STREET,KISSIMMEE,FL,"34744","-999",STATE,OPEN,"150",OSCEOLA,USA,MINIMUM
"10004612",TTH OF TARPON SPRINGS,566 BRADY ROAD,TARPON SPRINGS,FL,"34689","6707",STATE,OPEN,"83",PINELLAS,USA,MINIMUM
"10004606",KISSIMMEE COMMUNITY RELEASE CENTER,2925 MICHIGAN AVE,KISSIMMEE,FL,"34744","1200",STATE,OPEN,"155",OSCEOLA,USA,MINIMUM
"10004650",OPA LOCKA COMMUNITY RELEASE CENTER,5400 NORTHWEST 135TH STREET,OPA LOCKA,FL,"33054","4310",STATE,OPEN,"148",MIAMI-DADE,USA,MINIMUM
"10003538",SOUTH CENTRAL CORRECTIONAL CENTER,555 FOREST AVE,CLIFTON,TN,"38425","-999",STATE,OPEN,"1637",WAYNE,USA,MEDIUM
"10000480",ST. PETERSBURG COMMUNITY RELEASE CENTER,4237 8TH AVE S,ST PETERSBURG,FL,"33711","2000",STATE,OPEN,"141",PINELLAS,USA,NOT AVAILABLE
"10000151",DALHART PRISON,11950 FM 998,DALHART,TX,"79022","-999",STATE,OPEN,"1027",HARTLEY,USA,MAXIMUM
"10000174",PRICE DANIEL UNIT,938 S FM 1673,SNYDER,TX,"79549","-999",STATE,OPEN,"970",SCURRY,USA,MAXIMUM
"10000246",DARRINGTON UNIT,59 DARRINGTON RD,ROSHARON,TX,"77583","-999",STATE,OPEN,"1837",BRAZORIA,USA,MAXIMUM
"10000197",DIBOLL CORRECTIONAL CENTER,1604 S 1ST ST,DIBOLL,TX,"75941","-999",STATE,OPEN,"511",ANGELINA,USA,MEDIUM
"10000154",CLEMENTS PRISON,9601 SPUR 591,AMARILLO,TX,"79107","9606",STATE,OPEN,"3591",POTTER,USA,MAXIMUM
"10002726",COLE STATE JAIL,3801 SILO RD,BONHAM,TX,"75418","-999",STATE,OPEN,"826",FANNIN,USA,MAXIMUM
"10002905",CONNALLY PRISON,899 FM 632,KENEDY,TX,"78119","-999",STATE,OPEN,"2514",KARNES,USA,MAXIMUM
"10002920",COTULLA TRANSFER FACILITY,610 FM 624,COTULLA,TX,"78014","-999",STATE,OPEN,"572",LA SALLE,USA,MAXIMUM
"10000247",BRISCOE PRISON,1459 W STATE HWY 85,DILLEY,TX,"78017","-999",STATE,OPEN,"1359",FRIO,USA,MAXIMUM
"10006538",FLORIDA STATE HOSPITAL-FORENSIC SERVICE,HIGHWAY 90,CHATTAHOOCHEE,FL,"32324","-999",STATE,OPEN,"-999",GADSDEN,USA,NOT AVAILABLE
"10001984",BYRD DIAGNOSTIC INTAKE FACILITY,21 FM 247,HUNTSVILLE,TX,"77320","-999",STATE,OPEN,"1142",WALKER,USA,NOT AVAILABLE
"10000243",CLEMENS PRISON,11034 HWY 36,BRAZORIA,TX,"77422","-999",STATE,OPEN,"1097",BRAZORIA,USA,MAXIMUM
"10000190",BOYD CORRECTIONAL UNIT,200 SPUR 113,TEAGUE,TX,"75860","2007",STATE,OPEN,"1330",FREESTONE,USA,MAXIMUM
"10001969",BRIDGEPORT CORRECTIONAL CENTER,4000 N 10TH ST,BRIDGEPORT,TX,"76426","-999",STATE,OPEN,"518",WISE,USA,MINIMUM
"10006537",FLORIDA CIVIL COMMITMENT CENTER,13619 SE HIGHWAY 70,ARCADIA,FL,"34266","-999",STATE,OPEN,"-999",DESOTO,USA,NOT AVAILABLE
"10006536",SOUTH FLORIDA EVALUATION & TREATMENT CENTER,18680 SW 376TH ST,FLORIDA CITY,FL,"33034","-999",STATE,OPEN,"-999",MIAMI-DADE,USA,NOT AVAILABLE
"10004190",JOHNSTON CORRECTIONAL INSTITUTION,2465 US 70 W,SMITHFIELD,NC,"27577","-999",STATE,OPEN,"640",JOHNSTON,USA,MINIMUM
"10003507",MORGAN COUNTY CORRECTIONAL COMPLEX,541 WAYNE COTTON MORGAN DR,WARTBURG,TN,"37887","-999",STATE,OPEN,"2149",MORGAN,USA,MAXIMUM
"10003492",NORTHEAST CORRECTIONAL COMPLEX-MAIN,5249 HWY 67 W,MOUNTAIN CITY,TN,"37683","5000",STATE,OPEN,"-999",JOHNSON,USA,MAXIMUM
"10001769",FOOTHILLS CORRECTIONAL INSTITUTION,5150 WESTERN AVE,MORGANTON,NC,"28655","-999",STATE,OPEN,"858",BURKE,USA,CLOSE
"10004210",GASTON CORRECTIONAL CENTER,520 JUSTICE COURT,DALLAS,NC,"28034","-999",STATE,OPEN,"242",GASTON,USA,MINIMUM
"10002657",SOUTH DAKOTA WOMEN'S PRISON,3200 E HWY 34,PIERRE,SD,"57501","-999",STATE,OPEN,"238",HUGHES,USA,MAXIMUM
"10001797",HOKE CORRECTIONAL INSTITUTION,243 OLD HWY 211,RAEFORD,NC,"28376","-999",STATE,OPEN,"502",HOKE,USA,MINIMUM
"10002174","CENTRAL FLORIDA RECEPTION CENTER, EAST",7000 H C KELLEY RD,ORLANDO,FL,"32831","2518",STATE,OPEN,"1171",ORANGE,USA,CLOSE
"10002177",AVON PARK CORRECTIONAL INSTITUTION,8100 HIGHWAY 64 EAST,AVON PARK,FL,"33825","-999",STATE,OPEN,"1027",POLK,USA,CLOSE
"10004194",EASTERN CORRECTIONAL INSTITUTION,2821 HWY 903,MAURY,NC,"28554","-999",STATE,OPEN,"466",GREENE,USA,MEDIUM
"10000337","APALACHEE CORRECTIONAL INSTITUTION, EAST UNIT",35 APALACHEE DR,SNEADS,FL,"32460","4166",STATE,OPEN,"1240",JACKSON,USA,CLOSE
"10000388",CALHOUN CORRECTIONAL INSTITUTION,19562 SE INSTITUTION DR,BLOUNTSTOWN,FL,"32424","5156",STATE,OPEN,"1341",CALHOUN,USA,CLOSE
"10001766",CENTRAL PRISON,1300 WESTERN BLVD,RALEIGH,NC,"27606","-999",STATE,OPEN,"1104",WAKE,USA,CLOSE
"10001798",COLUMBUS CORRECTIONAL INSTITUTION,1255 PRISON CAMP RD,WHITEVILLE,NC,"28472","-999",STATE,OPEN,"584",COLUMBUS,USA,MEDIUM
"10000400",TTH OF DINSMORE,13200 OLD KINGS RD,JACKSONVILLE,FL,"32219","-999",STATE,OPEN,"145",DUVAL,USA,MINIMUM
"10001454",BRIDGES OF COCOA,585 CAMP RD,COCOA,FL,"32927","4738",STATE,OPEN,"82",BREVARD,USA,MINIMUM
"10001711",WEST TENNESSEE STATE PENITENTIARY,480 GREEN CHAPEL RD,HENNING,TN,"38041","1150",STATE,OPEN,"1908",LAUDERDALE,USA,MAXIMUM
"10004639",BRIDGES OF POMPANO - TURNING POINT WORK RELEASE,400 SOUTHWEST 2ND STREET,POMPANO BEACH,FL,"33060","6822",STATE,OPEN,"100",BROWARD,USA,MINIMUM
"10004567",BRIDGES OF LAKE CITY,1099 N.W. DOT GLN,LAKE CITY,FL,"32055","2564",STATE,OPEN,"149",COLUMBIA,USA,MINIMUM
"10000450",SMA WORK RELEASE,3601 US HWY 92 WEST,DAYTONA BEACH,FL,"32124","1002",STATE,OPEN,"84",VOLUSIA,USA,MINIMUM
"10003496",NORTHWEST CORRECTIONAL COMPLEX,960 STATE ROUTE 212,TIPTONVILLE,TN,"38079","-999",STATE,OPEN,"2343",LAKE,USA,MEDIUM
"10006330",TOMOKA CRC 285,1200 RED JOHN ROAD,DAYTONA BEACH,FL,"32124","-999",STATE,OPEN,"111",VOLUSIA,USA,NOT AVAILABLE
"10001720",MARK H LUTTRELL TRANSITION CENTER,6000 STATE RD,MEMPHIS,TN,"38134","-999",STATE,OPEN,"244",SHELBY,USA,MEDIUM
"10000345",PENSACOLA COMMUNITY RELEASE CENTER,3050 NORTH L. ST,PENSACOLA,FL,"32501","1010",STATE,OPEN,"83",ESCAMBIA,USA,MINIMUM
"10000374",TALLAHASSEE COMMUNITY RELEASE CENTER,2616A SPRINGHILL RD,TALLAHASSEE,FL,"32305","6739",STATE,OPEN,"120",LEON,USA,MINIMUM
"10004569",BRIDGES OF JACKSONVILLE,601 AGMAC AVENUE,JACKSONVILLE,FL,"32254","-999",STATE,OPEN,"136",DUVAL,USA,MINIMUM
