,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature,max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
384293,A20160811_2100_00000000000000000479,8/11/2016 21:00,10002928,21,GLOSSBRENNER PRISON-SAFPF,2016,99856.94,0.0156189,40.88003906,113.8624108,31.17326557,Danger,8/11/2016,102.76855925347827
384353,A20160811_2100_000000000000000005ed,8/11/2016 21:00,10002940,21,SEGOVIA PRE-RELEASE FACILITY,2016,100848.94,0.0150877,40.79003906,113.0009914,30.598779,Danger,8/11/2016,103.74885431684783
384322,A20160811_2100_0000000000000000000e,8/11/2016 21:00,10002941,21,LOPEZ STATE JAIL,2016,100848.94,0.0150877,40.79003906,113.0009914,30.598779,Danger,8/11/2016,103.74885431684783
381539,A20160724_2100_0000000000000000043c,7/24/2016 21:00,10003492,21,NORTHEAST CORRECTIONAL COMPLEX-MAIN,2016,92004.72,0.0179451,29.27003906,89.43633389,62.42308885,Caution,7/24/2016,80.29219582847826
381225,A20160722_2100_00000000000000000447,7/22/2016 21:00,10003496,21,NORTHWEST CORRECTIONAL COMPLEX,2016,100652.24,0.0205541,36.36,113.1754443,52.13618165,Danger,7/22/2016,99.88945381413043
386625,A20160826_1800_0000000000000000043b,8/26/2016 18:00,10003507,18,MORGAN COUNTY CORRECTIONAL COMPLEX,2016,97157.24,0.0193096,32.63,100.4781982,58.35755681,Extreme Caution,8/26/2016,90.77209284239132
376881,A20160624_2100_0000000000000000044f,6/24/2016 21:00,10003538,21,SOUTH CENTRAL CORRECTIONAL CENTER,2016,99575.1,0.0210424,33.82,107.5494547,60.70497702,Danger,6/24/2016,96.81291904326088
381257,A20160722_2100_000000000000000002ce,7/22/2016 21:00,10003539,21,WEST TENNESSEE DETENTION FACILITY,2016,100489.04,0.0202661,36.04,111.7240085,52.26975548,Danger,7/22/2016,99.67110386065218
381162,A20160722_2100_000000000000000003ea,7/22/2016 21:00,10003542,21,FCI MEMPHIS CAMP,2016,100611.28,0.0201381,36.33,112.2039178,51.19704197,Danger,7/22/2016,100.11998311673914
375399,A20160615_2100_00000000000000000505,6/15/2016 21:00,10005113,21,FCI TEXARKANA,2016,100301.62,0.021259,35.03003906,111.306625,57.72403151,Danger,6/15/2016,101.19140855782608
375400,A20160615_2100_000000000000000002ba,6/15/2016 21:00,10005114,21,FCI TEXARKANA CAMP,2016,100301.62,0.021259,35.03003906,111.306625,57.72403151,Danger,6/15/2016,101.19140855782608
384368,A20160811_2100_00000000000000000485,8/11/2016 21:00,10005130,21,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,2016,101440.3,0.0232329,30.89003906,105.0005802,80.13417062,Danger,8/11/2016,96.34102372130434
384123,A20160810_2100_000000000000000002cd,8/10/2016 21:00,10006238,21,FCI BASTROP CAMP,2016,99710.7,0.0146893,40.94,112.348937,29.2499915,Danger,8/10/2016,102.17795984543478
384485,A20160812_2100_000000000000000002a4,8/12/2016 21:00,10006298,21,FCI SEAGOVILLE CAMP,2016,99197.22,0.0131105,42.78,113.6128403,23.66217597,Danger,8/12/2016,101.78685655934784
384247,A20160811_2100_000000000000000004fe,8/11/2016 21:00,10006300,21,CHASE FIELD WILDERNESS UNIT,2016,100629.42,0.0161825,40.93003906,115.2274661,32.41586487,Danger,8/11/2016,103.58937750880433
376727,A20160623_2100_00000000000000000456,6/23/2016 21:00,10006664,21,TROUSDALE TURNER CORRECTIONAL CENTER,2016,99249.7,0.0214843,33.9,108.5037962,61.43466236,Danger,6/23/2016,96.25230942163044
390838,A20170622_2100_00000000000000000469,6/22/2017 21:00,10000151,21,DALHART PRISON,2017,87253.13,0.0063433,40.17,99.48340606,11.7622411,Extreme Caution,6/22/2017,89.73900904619565
390101,A20170617_2100_0000000000000000048c,6/17/2017 21:00,10000152,21,JORDAN PRISON,2017,89657.57,0.0056135,41.35,101.0199459,10.06405653,Extreme Caution,6/17/2017,91.25145643336955
390833,A20170622_2100_00000000000000000465,6/22/2017 21:00,10000154,21,CLEMENTS PRISON,2017,88560.65,0.0089269,39.15,99.67038804,17.62827098,Extreme Caution,6/22/2017,90.27489445652175
390144,A20170617_2100_000000000000000000b1,6/17/2017 21:00,10000155,21,TULIA TRANSFER FACILITY,2017,88666.85,0.0037391,41.86,100.5024116,6.484373439,Extreme Caution,6/17/2017,90.70180138391304
390128,A20170617_2100_000000000000000005e8,6/17/2017 21:00,10000156,21,ROACH UNIT,2017,93740.13,0.0112607,42.32,108.9185936,19.76739313,Danger,6/17/2017,98.3616805173913
390105,A20170617_2100_00000000000000000159,6/17/2017 21:00,10000157,21,LINDSEY STATE JAIL,2017,96280.93,0.0148767,40.23,110.2006962,29.69237609,Danger,6/17/2017,98.83593827913045
390048,A20170617_2100_0000000000000000025f,6/17/2017 21:00,10000159,21,CI GILES W DALBY,2017,91894.37,0.0077923,42.47,104.9365417,13.42211022,Danger,6/17/2017,95.71797516956521
390130,A20170617_2100_00000000000000000153,6/17/2017 21:00,10000160,21,RUDD TRANSFER FACILITY,2017,89230.05,0.0034123,42.36,101.0078623,5.805304232,Extreme Caution,6/17/2017,92.30802343467393
391038,A20170623_2100_0000000000000000048b,6/23/2017 21:00,10000161,21,JOHNSTON SAFPF,2017,98975.2,0.0174903,37.16,108.3785809,42.07620846,Danger,6/23/2017,98.7181283145652
392108,A20170630_2100_000000000000000002d3,6/30/2017 21:00,10000163,21,FMC FORT WORTH,2017,98557.07,0.0177648,37.95,110.5660099,40.73779403,Danger,6/30/2017,100.27806925260869
392106,A20170630_2100_0000000000000000018d,6/30/2017 21:00,10000165,21,FMC CARSWELL,2017,98553.87,0.0178584,37.94,110.7131204,40.96377378,Danger,6/30/2017,100.37061918619565
396604,A20170729_2100_00000000000000000300,7/29/2017 21:00,10000172,21,FCI SEAGOVILLE,2017,99454.46,0.0127268,41.79,110.9649705,24.28413728,Danger,7/29/2017,100.79866841586956
390126,A20170617_2100_0000000000000000046a,6/17/2017 21:00,10000174,21,PRICE DANIEL UNIT,2017,92167.65,0.0099679,41.17,104.8832768,18.34189596,Danger,6/17/2017,95.28930614423912
390129,A20170617_2100_000000000000000005e9,6/17/2017 21:00,10000175,21,ROBERTSON PRISON,2017,94554.85,0.0123735,41.57,109.0312476,22.72959457,Danger,6/17/2017,98.06032521413044
390114,A20170617_2100_00000000000000000496,6/17/2017 21:00,10000176,21,MIDDLETON TRANSFER FACILITY,2017,94113.25,0.0122111,41.19,107.94424,22.78966507,Danger,6/17/2017,96.97483494130434
392092,A20170630_2100_000000000000000005f2,6/30/2017 21:00,10000178,21,ESTES PRISON,2017,98596.75,0.0174904,37.77,109.664155,40.54643741,Danger,6/30/2017,99.81053262684782
390147,A20170617_2100_00000000000000000155,6/17/2017 21:00,10000180,21,WALLACE UNIT,2017,92868.45,0.0099007,41.93,106.351751,17.6365427,Danger,6/17/2017,96.54772507130434
392077,A20170630_2100_000000000000000000ba,6/30/2017 21:00,10000182,21,CI BIG SPRING,2017,92234.51,0.0111028,40.22,104.2943848,21.44321508,Danger,6/30/2017,95.08645799184782
390972,A20170623_2100_000000000000000002e1,6/23/2017 21:00,10000183,21,BILLY MOORE CORRECTIONAL CENTER,2017,99338.08,0.0189219,35.76,107.8989092,49.15696601,Danger,6/23/2017,98.50080130043479
391026,A20170623_2100_0000000000000000047c,6/23/2017 21:00,10000184,21,GURNEY TRANSFER FACILITY,2017,99686.24,0.0168807,38.5,110.6104054,38.08897976,Danger,6/23/2017,100.45614100184784
391062,A20170623_2100_000000000000000005e6,6/23/2017 21:00,10000185,21,POWLEDGE PRISON,2017,99947.36,0.0172199,38.47,111.24433,38.98629816,Danger,6/23/2017,100.91035873108696
391050,A20170623_2100_0000000000000000000f,6/23/2017 21:00,10000186,21,MICHAEL STATE PRISON,2017,99921.12,0.0157399,40.02,112.1418203,32.89951849,Danger,6/23/2017,101.51552814945651
390986,A20170623_2100_0000000000000000000d,6/23/2017 21:00,10000187,21,COFFIELD UNIT,2017,99921.12,0.0157399,40.02,112.1418203,32.89951849,Danger,6/23/2017,101.51552814945651
390973,A20170623_2100_0000000000000000045d,6/23/2017 21:00,10000190,21,BOYD CORRECTIONAL UNIT,2017,99196.0,0.0149299,40.23,111.0329324,30.6966607,Danger,6/23/2017,100.4276143172826
390848,A20170622_2100_00000000000000000294,6/22/2017 21:00,10000191,21,FCI LA TUNA,2017,86678.41,0.0066909,40.96,101.0166441,11.80673945,Extreme Caution,6/22/2017,90.53952484413044
390983,A20170623_2100_00000000000000000179,6/23/2017 21:00,10000192,21,CI REEVES COUNTY I & II,2017,91345.12,0.0081535,44.02,107.9420873,12.86211082,Danger,6/23/2017,97.71707136326087
390984,A20170623_2100_000000000000000003b7,6/23/2017 21:00,10000193,21,CI REEVES COUNTY III,2017,91345.12,0.0081535,44.02,107.9420873,12.86211082,Danger,6/23/2017,97.71707136326087
392139,A20170630_2100_000000000000000005df,6/30/2017 21:00,10000194,21,MOUNTAIN VIEW PRISON,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
392169,A20170630_2100_0000000000000000014f,6/30/2017 21:00,10000195,21,WOODMAN STATE JAIL,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
392121,A20170630_2100_00000000000000000486,6/30/2017 21:00,10000196,21,HUGHES PRISON,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
399405,A20170816_2100_0000000000000000046c,8/16/2017 21:00,10000197,21,DIBOLL CORRECTIONAL CENTER,2017,100702.38,0.0194308,35.48,108.7691416,51.90320789,Danger,8/16/2017,98.92651225782609
399407,A20170816_2100_0000000000000000046e,8/16/2017 21:00,10000198,21,DUNCAN GERIATRIC FACILITY,2017,100702.38,0.0194308,35.48,108.7691416,51.90320789,Danger,8/16/2017,98.92651225782609
391067,A20170623_2100_000000000000000005ea,6/23/2017 21:00,10000199,21,SAN SABA TRANSFER FACILITY,2017,96008.16,0.0107267,42.31,108.5516874,19.32186822,Danger,6/23/2017,98.71843417641306
391017,A20170623_2100_00000000000000000475,6/23/2017 21:00,10000200,21,FORT STOCKTON TRANSFER FACILITY,2017,90704.48,0.0081951,41.97,104.3553615,14.2900335,Danger,6/23/2017,95.30299479673913
391047,A20170623_2100_00000000000000000493,6/23/2017 21:00,10000203,21,LYNAUGH PRISON,2017,89681.12,0.0080199,41.5,103.263554,14.18065192,Danger,6/23/2017,93.69061241858697
392737,A20170704_2100_0000000000000000047a,7/4/2017 21:00,10000204,21,GOODMAN TRANSFER FACILITY,2017,100585.5,0.0198606,33.53,104.9215405,58.99597185,Danger,7/4/2017,95.8214545548913
399480,A20170816_2100_00000000000000000010,8/16/2017 21:00,10000205,21,POLUNSKY PRISON,2017,100988.46,0.0201068,35.13,109.4310575,54.8219612,Danger,8/16/2017,98.99786632086958
399426,A20170816_2100_00000000000000000473,8/16/2017 21:00,10000206,21,FERGUSON PRISON,2017,100664.62,0.0182968,37.04,110.1937678,44.9714511,Danger,8/16/2017,100.30230242489131
399458,A20170816_2100_00000000000000000490,8/16/2017 21:00,10000208,21,LEWIS PRISON,2017,100378.54,0.020054,33.87,106.0361949,58.30010376,Danger,8/16/2017,96.60672022956521
399447,A20170816_2100_00000000000000000484,8/16/2017 21:00,10000209,21,HOLLIDAY TRANSFER FACILITY,2017,100084.78,0.0186808,35.97,108.2121791,48.36220771,Danger,8/16/2017,98.39809765347827
399449,A20170816_2100_00000000000000000487,8/16/2017 21:00,10000210,21,HUNTSVILLE PRISON,2017,100084.78,0.0186808,35.97,108.2121791,48.36220771,Danger,8/16/2017,98.39809765347827
399513,A20170816_2100_00000000000000000154,8/16/2017 21:00,10000211,21,WYNNE PRISON,2017,100084.78,0.0186808,35.97,108.2121791,48.36220771,Danger,8/16/2017,98.39809765347827
399410,A20170816_2100_00000000000000000471,8/16/2017 21:00,10000212,21,ELLIS PRISON,2017,100745.9,0.0187148,36.53,109.842646,47.28927932,Danger,8/16/2017,99.86987234717391
399437,A20170816_2100_0000000000000000047b,8/16/2017 21:00,10000213,21,GOREE PRISON AND TRUSTY CAMP,2017,100084.78,0.0186808,35.97,108.2121791,48.36220771,Danger,8/16/2017,98.39809765347827
399411,A20170816_2100_00000000000000000472,8/16/2017 21:00,10000215,21,ESTELLE PRISON,2017,100745.9,0.0187148,36.53,109.842646,47.28927932,Danger,8/16/2017,99.86987234717391
391028,A20170623_2100_0000000000000000047e,6/23/2017 21:00,10000216,21,HAMILTON PRISON (PRE-RELEASE FACILITY),2017,99745.76,0.0155891,39.94,111.6472216,32.67893184,Danger,6/23/2017,101.26654488880436
391075,A20170623_2100_00000000000000000104,6/23/2017 21:00,10000219,21,T DON HUTTO RESIDENTIAL CENTER,2017,98659.04,0.0129139,42.13,111.8102716,23.99834407,Danger,6/23/2017,101.38690421065218
391046,A20170623_2100_000000000000000004fd,6/23/2017 21:00,10000220,21,LUTHER PRISON AND TRUSTY CAMP,2017,100120.16,0.0177151,37.25,109.3852313,42.87487054,Danger,6/23/2017,100.07899896391305
400190,A20170821_1800_00000000000000000481,8/21/2017 18:00,10000224,18,L.V. HIGHTOWER UNIT,2017,101496.68,0.0205979,33.63003906,107.0302343,61.28357128,Danger,8/21/2017,98.2216135498913
399399,A20170816_2100_000000000000000004ff,8/16/2017 21:00,10000225,21,CLEVELAND CORRECTIONAL CENTER,2017,100950.06,0.0203364,34.33,107.96083,57.9112036,Danger,8/16/2017,98.48654220206522
390999,A20170623_2100_000000000000000002fc,6/23/2017 21:00,10000226,21,FCI BASTROP,2017,99129.44,0.0134127,42.03,112.489981,25.14479523,Danger,6/23/2017,101.98965572521739
391040,A20170623_2100_0000000000000000048e,6/23/2017 21:00,10000228,21,KYLE CORRECTIONAL CENTER,2017,98551.52,0.0131631,41.9,111.6881519,24.71731569,Danger,6/23/2017,101.25312287065218
400220,A20170821_1800_000000000000000005f1,8/21/2017 18:00,10000229,18,STILES UNIT,2017,101759.72,0.0216895,32.77003906,107.2625183,67.71566727,Danger,8/21/2017,97.33260801293478
398841,A20170812_2100_00000000000000000489,8/12/2017 21:00,10000234,21,JESTER III UNIT / TRUSTY CAMP,2017,101068.18,0.0191285,34.68003906,106.4248315,53.64444179,Danger,8/12/2017,99.122447125
391077,A20170623_2100_00000000000000000152,6/23/2017 21:00,10000237,21,TORRES PRISON,2017,97509.6,0.0119247,42.4,110.6517891,21.64692561,Danger,6/23/2017,101.14929022673914
391056,A20170623_2100_000000000000000005e3,6/23/2017 21:00,10000238,21,NEY STATE JAIL,2017,97509.6,0.0119247,42.4,110.6517891,21.64692561,Danger,6/23/2017,101.14929022673914
398767,A20170812_1800_00000000000000000602,8/12/2017 18:00,10000241,18,C T TERRELL PRISON,2017,101306.93,0.0197597,34.34,106.9633638,56.51715731,Danger,8/12/2017,98.51544705641304
398780,A20170812_1800_000000000000000005e7,8/12/2017 18:00,10000242,18,RAMSEY PRISON,2017,101306.93,0.0197597,34.34,106.9633638,56.51715731,Danger,8/12/2017,98.51544705641304
398768,A20170812_1800_00000000000000000464,8/12/2017 18:00,10000243,18,CLEMENS PRISON,2017,101523.89,0.0216285,31.47,103.5334916,72.52154177,Danger,8/12/2017,95.35355290836958
398784,A20170812_1800_00000000000000000151,8/12/2017 18:00,10000244,18,STRINGFELLOW PRISON,2017,101306.93,0.0197597,34.34,106.9633638,56.51715731,Danger,8/12/2017,98.51544705641304
398783,A20170812_1800_000000000000000005ec,8/12/2017 18:00,10000245,18,SCOTT PRISON,2017,101488.05,0.0211221,32.44,105.0993146,67.09732032,Danger,8/12/2017,96.4113121102174
398769,A20170812_1800_0000000000000000046b,8/12/2017 18:00,10000246,18,DARRINGTON UNIT,2017,101246.13,0.0193161,34.57,106.6026479,54.57328784,Danger,8/12/2017,98.94246245641305
390976,A20170623_2100_00000000000000000461,6/23/2017 21:00,10000247,21,BRISCOE PRISON,2017,98664.8,0.0122519,43.05,112.6992793,21.73202296,Danger,6/23/2017,103.42965921478262
391049,A20170623_2100_00000000000000000495,6/23/2017 21:00,10000248,21,MCCONNELL PRISON,2017,100109.92,0.0156555,40.04,112.0933826,32.75682682,Danger,6/23/2017,102.31620363815217
390965,A20170623_1800_00000000000000000108,6/23/2017 18:00,10000252,18,WILLACY COUNTY STATE JAIL,2017,100727.54,0.0161509,39.15,111.1177684,35.61973847,Danger,6/23/2017,102.8715266527174
395446,A20170721_2100_00000000000000000440,7/21/2017 21:00,10001014,21,TURNEY CENTER INDUSTRIAL COMPLEX,2017,99374.82,0.0207217,34.95,109.5517025,56.06744589,Danger,7/21/2017,91.8291600575
395447,A20170721_2100_0000000000000000045a,7/21/2017 21:00,10001015,21,TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,2017,99257.7,0.0197585,35.26,108.3075306,52.61493091,Danger,7/21/2017,91.83831280652173
392140,A20170630_2100_000000000000000005e1,6/30/2017 21:00,10001274,21,MURRAY PRISON,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
392086,A20170630_2100_000000000000000005e0,6/30/2017 21:00,10001275,21,CRAIN UNIT,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
391018,A20170623_2100_0000000000000000017d,6/23/2017 21:00,10001279,21,FPC BRYAN,2017,99736.16,0.0163071,39.06,110.8914209,35.76915433,Danger,6/23/2017,100.81279113402175
400229,A20170821_1800_00000000000000000315,8/21/2017 18:00,10001283,18,USP BEAUMONT CAMP,2017,101759.72,0.0216895,32.77003906,107.2625183,67.71566727,Danger,8/21/2017,97.33260801293478
395505,A20170722_1800_0000000000000000043d,7/22/2017 18:00,10001703,18,NORTHEAST CORRECTIONAL COMPLEX - ANNEX,2017,90275.95,0.0167121,27.26,83.80755027,64.3177711,Caution,7/22/2017,73.78831460858696
395604,A20170722_2100_0000000000000000043f,7/22/2017 21:00,10001705,21,TENNESSEE PRISON FOR WOMEN,2017,99439.34,0.0196548,35.61,109.0069898,51.44380793,Danger,7/22/2017,91.9841724551087
395574,A20170722_2100_000000000000000003b8,7/22/2017 21:00,10001708,21,LOIS M DEBERRY SPECIAL NEEDS FACILITY,2017,99365.74,0.0196756,35.47,108.6863213,51.8566521,Danger,7/22/2017,91.82709078271739
395592,A20170722_2100_0000000000000000043e,7/22/2017 21:00,10001709,21,RIVERBEND MAXIMUM SECURITY INSTITUTION,2017,99365.74,0.0196756,35.47,108.6863213,51.8566521,Danger,7/22/2017,91.82709078271739
395453,A20170721_2100_0000000000000000044b,7/21/2017 21:00,10001711,21,WEST TENNESSEE STATE PENITENTIARY,2017,100345.7,0.0205033,36.06,112.2065422,52.71708331,Danger,7/21/2017,95.54174188673913
395510,A20170722_2100_00000000000000000130,7/22/2017 21:00,10001713,21,BLEDSOE COUNTY CORRECTIONAL COMPLEX,2017,95549.42,0.0193652,32.03,98.60586148,59.53314365,Extreme Caution,7/22/2017,83.62556512586956
395378,A20170721_2100_0000000000000000013e,7/21/2017 21:00,10001716,21,HARDEMAN COUNTY CORRECTIONAL FACILITY,2017,99778.66,0.0199825,35.7,110.0181428,52.17773359,Danger,7/21/2017,94.01799706260869
395455,A20170721_2100_00000000000000000457,7/21/2017 21:00,10001717,21,WHITEVILLE CORRECTIONAL FACILITY,2017,99778.66,0.0199825,35.7,110.0181428,52.17773359,Danger,7/21/2017,94.01799706260869
395353,A20170721_2100_000000000000000003eb,7/21/2017 21:00,10001718,21,FCI MEMPHIS,2017,100295.14,0.0196769,36.21,110.8295005,50.25442951,Danger,7/21/2017,95.39711743565218
395405,A20170721_2100_00000000000000000441,7/21/2017 21:00,10001720,21,MARK H LUTTRELL TRANSITION CENTER,2017,100295.14,0.0196769,36.21,110.8295005,50.25442951,Danger,7/21/2017,95.39711743565218
390035,A20170617_2100_0000000000000000048d,6/17/2017 21:00,10001966,21,BATEN ISF,2017,89657.57,0.0056135,41.35,101.0199459,10.06405653,Extreme Caution,6/17/2017,91.25145643336955
390890,A20170622_2100_000000000000000005e2,6/22/2017 21:00,10001967,21,NEAL PRISON,2017,88560.65,0.0089269,39.15,99.67038804,17.62827098,Extreme Caution,6/22/2017,90.27489445652175
390041,A20170617_2100_0000000000000000045e,6/17/2017 21:00,10001969,21,BRIDGEPORT CORRECTIONAL CENTER,2017,97349.09,0.0154483,40.29,111.5352894,31.03110112,Danger,6/17/2017,100.19561545673913
392107,A20170630_2100_00000000000000000528,6/30/2017 21:00,10001972,21,FMC CARSWELL CAMP,2017,98553.87,0.0178584,37.94,110.7131204,40.96377378,Danger,6/30/2017,100.37061918619565
392096,A20170630_2100_00000000000000000296,6/30/2017 21:00,10001974,21,FCI BIG SPRING CAMP,2017,92234.51,0.0111028,40.22,104.2943848,21.44321508,Danger,6/30/2017,95.08645799184782
392095,A20170630_2100_00000000000000000298,6/30/2017 21:00,10001975,21,FCI BIG SPRING,2017,92234.51,0.0111028,40.22,104.2943848,21.44321508,Danger,6/30/2017,95.08645799184782
390974,A20170623_2100_000000000000000004f6,6/23/2017 21:00,10001977,21,BRADSHAW STATE JAIL,2017,99331.68,0.0190719,35.45,107.4557345,50.37929459,Danger,6/23/2017,98.26533965184782
390971,A20170623_2100_0000000000000000045c,6/23/2017 21:00,10001978,21,BETO PRISON,2017,99686.24,0.0168807,38.5,110.6104054,38.08897976,Danger,6/23/2017,100.45614100184784
390047,A20170617_2100_000000000000000001e8,6/17/2017 21:00,10001981,21,CI EDEN,2017,93497.57,0.0112327,40.88,105.9617422,21.22454806,Danger,6/17/2017,95.89813829869566
399389,A20170816_2100_00000000000000000463,8/16/2017 21:00,10001984,21,BYRD DIAGNOSTIC INTAKE FACILITY,2017,100084.78,0.0186808,35.97,108.2121791,48.36220771,Danger,8/16/2017,98.39809765347827
400168,A20170821_1800_0000000000000000031a,8/21/2017 18:00,10001989,18,FCI BEAUMONT MEDIUM,2017,101759.72,0.0216895,32.77003906,107.2625183,67.71566727,Danger,8/21/2017,97.33260801293478
400228,A20170821_1800_0000000000000000051f,8/21/2017 18:00,10001990,18,USP BEAUMONT,2017,101759.72,0.0216895,32.77003906,107.2625183,67.71566727,Danger,8/21/2017,97.33260801293478
390148,A20170617_2100_00000000000000000062,6/17/2017 21:00,10002713,21,WHEELER STATE JAIL,2017,89155.17,0.0043147,41.89,100.9257094,7.500741146,Extreme Caution,6/17/2017,91.20622882423913
390081,A20170617_2100_00000000000000000474,6/17/2017 21:00,10002714,21,FORMBY STATE JAIL,2017,89155.17,0.0043147,41.89,100.9257094,7.500741146,Extreme Caution,6/17/2017,91.20622882423913
390034,A20170617_2100_0000000000000000045b,6/17/2017 21:00,10002716,21,ALLRED PRISON,2017,96688.61,0.0156799,40.48,112.1636107,30.94931062,Danger,6/17/2017,100.10206637673912
390045,A20170617_2100_000000000000000005de,6/17/2017 21:00,10002725,21,CHOICE MOORE TRANSFER FACILITY,2017,98180.45,0.0139375,40.77,110.3760813,27.62724179,Danger,6/17/2017,99.96305836347827
390054,A20170617_2100_00000000000000000466,6/17/2017 21:00,10002726,21,COLE STATE JAIL,2017,98180.45,0.0139375,40.77,110.3760813,27.62724179,Danger,6/17/2017,99.96305836347827
390115,A20170617_2100_000000000000000005dd,6/17/2017 21:00,10002729,21,MONTFORD UNIT - PSYCHIATRIC FACILITY,2017,89708.77,0.0041479,42.4,101.5687292,7.066289538,Extreme Caution,6/17/2017,92.35798755065217
396538,A20170728_2100_000000000000000005f3,7/28/2017 21:00,10002731,21,TELFORD PRISON,2017,99972.0,0.0160759,37.84,107.7668527,37.77702644,Danger,7/28/2017,98.82481420228261
396635,A20170729_2100_00000000000000000488,7/29/2017 21:00,10002755,21,HUTCHINS STATE JAIL,2017,99418.62,0.012752,41.67,110.7420422,24.47656492,Danger,7/29/2017,100.8925386023913
391072,A20170623_2100_000000000000000005ef,6/23/2017 21:00,10002758,21,SMITH PRISON,2017,90832.48,0.0096155,40.04,102.1916345,18.5350236,Extreme Caution,6/23/2017,93.5958349927174
390132,A20170617_2100_0000000000000000051e,6/17/2017 21:00,10002759,21,SAYLE SAFPF,2017,95867.49,0.0145475,40.63,110.4702626,28.3241108,Danger,6/17/2017,99.37199713054349
390994,A20170623_2100_0000000000000000046f,6/23/2017 21:00,10002784,21,EAST TEXAS TREATMENT FACILITY,2017,99331.68,0.0190719,35.45,107.4557345,50.37929459,Danger,6/23/2017,98.26533965184782
393463,A20170709_0000_00000000000000000483,7/9/2017 0:00,10002791,0,HODGE UNIT,2017,99759.7,0.0255913,31.76,111.9075661,82.1372944,Danger,7/9/2017,98.2291736448913
393476,A20170709_0000_000000000000000005ee,7/9/2017 0:00,10002792,0,SKYVIEW PSYCHIATRIC FACILITY,2017,99759.7,0.0255913,31.76,111.9075661,82.1372944,Danger,7/9/2017,98.2291736448913
390092,A20170617_2100_0000000000000000047f,6/17/2017 21:00,10002799,21,HAVINS PRE-RELEASE FACILITY,2017,95527.01,0.0114567,42.43,109.6978575,20.36650629,Danger,6/17/2017,98.85426573554348
390849,A20170622_2100_000000000000000001c6,6/22/2017 21:00,10002800,21,FCI LA TUNA CAMP,2017,86678.41,0.0066909,40.96,101.0166441,11.80673945,Extreme Caution,6/22/2017,90.53952484413044
390859,A20170622_2100_000000000000000001c7,6/22/2017 21:00,10002801,21,FSL LA TUNA (EL PASO),2017,87425.29,0.0069113,41.19,101.6155531,12.14466119,Extreme Caution,6/22/2017,91.25307211271739
390900,A20170622_2100_000000000000000005eb,6/22/2017 21:00,10002802,21,SANCHEZ STATE JAIL,2017,87425.29,0.0069113,41.19,101.6155531,12.14466119,Extreme Caution,6/22/2017,91.25307211271739
392117,A20170630_2100_0000000000000000010a,6/30/2017 21:00,10002817,21,HILLTOP UNIT,2017,97912.59,0.0174548,37.89,109.6511523,39.92569611,Danger,6/30/2017,99.7578464248913
399409,A20170816_2100_00000000000000000470,8/16/2017 21:00,10002822,21,EASTHAM PRISON AND TRUSTY CAMP,2017,100664.62,0.0182968,37.04,110.1937678,44.9714511,Danger,8/16/2017,100.30230242489131
391031,A20170623_2100_00000000000000000482,6/23/2017 21:00,10002827,21,HOBBY PRISON,2017,99435.36,0.0139919,41.41,112.1580173,27.14798365,Danger,6/23/2017,102.07852346684784
391048,A20170623_2100_00000000000000000494,6/23/2017 21:00,10002828,21,MARLIN UNIT,2017,99435.36,0.0139919,41.41,112.1580173,27.14798365,Danger,6/23/2017,102.07852346684784
391027,A20170623_2100_0000000000000000047d,6/23/2017 21:00,10002835,21,HALBERT UNIT,2017,96501.6,0.0115319,41.73,108.5505365,21.48337319,Danger,6/23/2017,98.49753503184783
391060,A20170623_2100_000000000000000005e4,6/23/2017 21:00,10002838,21,PACK PRISON AND TRUSTY CAMP,2017,100120.16,0.0177151,37.25,109.3852313,42.87487054,Danger,6/23/2017,100.07899896391305
391078,A20170623_2100_0000000000000000008b,6/23/2017 21:00,10002843,21,TRAVIS COUNTY UNIT,2017,98582.24,0.0128459,42.19,111.8150043,23.78222134,Danger,6/23/2017,101.50332974923913
400208,A20170821_1800_000000000000000005e5,8/21/2017 18:00,10002844,18,PLANE STATE JAIL,2017,101496.68,0.0205979,33.63003906,107.0302343,61.28357128,Danger,8/21/2017,98.2216135498913
400182,A20170821_1800_00000000000000000480,8/21/2017 18:00,10002845,18,HENLEY STATE JAIL,2017,101496.68,0.0205979,33.63003906,107.0302343,61.28357128,Danger,8/21/2017,98.2216135498913
392166,A20170630_2100_000000000000000000fe,6/30/2017 21:00,10002851,21,VAL VERDE CORRECTIONAL FACILITY,2017,97350.03,0.0140112,41.01,110.8231679,27.18442726,Danger,6/30/2017,103.08088446206521
