FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY
"10002336",TULARE COUNTY JAIL / SHERIFF,2404 WEST BURREL AVENUE,VISALIA,CA,"93291","-999",COUNTY,OPEN,"269",TULARE,USA
"10002845",HENLEY STATE JAIL,7581 HWY 321,DAYTON,TX,"77535","-999",STATE,OPEN,"157",LIBERTY,USA
"10002337",TULARE COUNTY ADULT PRE-TRIAL FACILITY,36650 ROAD 112,VISALIA,CA,"93291","-999",COUNTY,OPEN,"345",TULARE,USA
"10001996",BRAZORIA COUNTY DETENTION CENTER,3602 COUNTY RD 45,ANGLETON,TX,"77515","-999",COUNTY,OPEN,"789",BRAZORIA,USA
"10000224",L.V. HIGHTOWER UNIT,902 FM 686,DAYTON,TX,"77535","-999",STATE,OPEN,"1317",LIBERTY,USA
"10003719",CLAY COUNTY DETENTION CENTER,41771 STATE HIGHWAY 77,ASHLAND,AL,"36251","-999",COUNTY,OPEN,"-999",CLAY,USA
"10002338",BOB WILEY DETENTION FACILITY,36712 ROAD 112,VISALIA,CA,"93291","-999",COUNTY,OPEN,"677",TULARE,USA
"10002827",HOBBY PRISON,742 FM 712,MARLIN,TX,"76661","-999",STATE,OPEN,"1349",FALLS,USA
"10002335",TULARE COUNTY JUVENILE DETENTION FACILITY,11200 AVENUE 368,VISALIA,CA,"93291","-999",COUNTY,OPEN,"205",TULARE,USA
"10002791",HODGE UNIT,379 FM 2972 WEST,RUSK,TX,"75785","3666",STATE,OPEN,"939",CHEROKEE,USA
"10002334",TULARE COUNTY PROBATION YOUTH FACILITY,11150 AVENUE 368,VISALIA,CA,"93291","-999",COUNTY,OPEN,"-999",TULARE,USA
"10000209",HOLLIDAY TRANSFER FACILITY,295 INTERSTATE HWY 45 N,HUNTSVILLE,TX,"77320","8443",STATE,OPEN,"2056",WALKER,USA
"10005130",TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,809 HARBORSIDE DRIVE,GALVESTON,TX,"77555","-999",STATE,OPEN,"169",GALVESTON,USA
"10001523",TUOLUMNE COUNTY JAIL,175 YANEY AVENUE,SONORA,CA,"95370","-999",COUNTY,OPEN,"145",TUOLUMNE,USA
"10000196",HUGHES PRISON,3201 FM 929,GATESVILLE,TX,"76597","-999",STATE,OPEN,"2936",CORYELL,USA
"10001289",BRAZORIA JUVENILE DETENTION CENTER,20875 COUNTY RD 171,ANGLETON,TX,"77515","-999",COUNTY,OPEN,"45",BRAZORIA,USA
"10000210",HUNTSVILLE PRISON,815 12TH ST,HUNTSVILLE,TX,"77348","-999",STATE,OPEN,"1356",WALKER,USA
"10000882",VENTURA COUNTY TODD ROAD FACILITY,600 SOUTH TODD ROAD,SANTA PAULA,CA,"93060","-999",COUNTY,OPEN,"778",VENTURA,USA
"10000886",VENTURA COUNTY PRE-TRIAL DETENTION FACILITY (MAIN JAIL),800 S VICTORIA AVE,VENTURA,CA,"93009","-999",COUNTY,OPEN,"785",VENTURA,USA
"10002755",HUTCHINS STATE JAIL,1500 E LANGDON RD,DALLAS,TX,"75241","-999",STATE,OPEN,"1939",DALLAS,USA
"10000234",JESTER III UNIT / TRUSTY CAMP,3 JESTER RD,RICHMOND,TX,"77406","-999",STATE,OPEN,"1040",FORT BEND,USA
"10002313",YUBA COUNTY JAIL,215 5TH ST,MARYSVILLE,CA,"95901","-999",COUNTY,OPEN,"339",YUBA,USA
"10002886",JESTER IV (PSYCHIATRIC FACILITY),4 JESTER RD,RICHMOND,TX,"77406","-999",STATE,OPEN,"468",FORT BEND,USA
"10005278",YUBA - SUTTER COUNTY JUVENILE HALL,1023 14TH STREET,MARYSVILLE,CA,"95901","-999",COUNTY,OPEN,"-999",YUBA,USA
"10005343",TWIN PINES RANCH,49500 TWIN PINES ROAD,BANNING,CA,"92220","-999",COUNTY,CLOSED,"0",RIVERSIDE,USA
"10000161",JOHNSTON SAFPF,703 AIRPORT RD,WINNSBORO,TX,"75494","-999",STATE,OPEN,"600",WOOD,USA
"10005213",ADAMS COUNTY DETENTION FACILITY,150 N 19TH AVE,BRIGHTON,CO,"80601","-999",COUNTY,OPEN,"-999",ADAMS,USA
"10000152",JORDAN PRISON,1992 HELTON RD,PAMPA,TX,"79065","-999",STATE,OPEN,"993",GRAY,USA
"10001966",BATEN ISF,1995 HELTON RD,PAMPA,TX,"79065","-999",STATE,OPEN,"179",GRAY,USA
"10005216",ALAMOSA COUNTY DETENTION CENTER,1315 17TH ST,ALAMOSA,CO,"81101","-999",COUNTY,OPEN,"-999",ALAMOSA,USA
"10002209",ARAPAHOE COUNTY DETENTION FACILITY,7375 S POTOMAC ST,CENTENNIAL,CO,"80112","-999",COUNTY,OPEN,"-999",ARAPAHOE,USA
"10000228",KYLE CORRECTIONAL CENTER,23001 IH-35,KYLE,TX,"78640","-999",STATE,OPEN,"264",HAYS,USA
"10006501",BACA COUNTY JAIL,265 E. 2ND AVE,SPRINGFIELD,CO,"81073","-999",COUNTY,OPEN,"-999",BACA,USA
"10002199",BOULDER COUNTY JAIL,3200 AIRPORT ROAD,BOULDER,CO,"80301","-999",COUNTY,OPEN,"767",BOULDER,USA
"10002858",LEBLANC PRE-RELEASE FACILITY,3695 FM 3514,BEAUMONT,TX,"77705","-999",STATE,OPEN,"1216",JEFFERSON,USA
"10000208",LEWIS PRISON,777 FM 3497,WOODVILLE,TX,"75990","-999",STATE,OPEN,"2084",TYLER,USA
"10001986",BRAZOS COUNTY DETENTION CENTER,1835 SANDY POINT RD,BRYAN,TX,"77807","-999",COUNTY,OPEN,"601",BRAZOS,USA
"10004421",BREWSTER COUNTY JAIL,307 WEST SUL ROSS AVE,ALPINE,TX,"79830","-999",COUNTY,OPEN,"46",BREWSTER,USA
"10005122",BROWN COUNTY JAIL / LAW ENFORCEMENT CENTER,1050 W COMMERCE,BROWNWOOD,TX,"76801","-999",COUNTY,OPEN,"165",BROWN,USA
"10002876",LOCKHART CORRECTIONAL FACILITY,1400 INDUSTRIAL BLVD,LOCKHART,TX,"78644","-999",STATE,OPEN,"956",CALDWELL,USA
"10006713",BOULDER COUNTY JUVENILE CENTER,1777 6TH STREET,BOULDER,CO,"80302","-999",COUNTY,OPEN,"-999",BOULDER,USA
"10005215",CHAFFEE COUNTY DETENTION FACILITY,148 CRESTONE BLVD,SALIDA,CO,"81201","-999",COUNTY,OPEN,"-999",CHAFFEE,USA
"10002915",CALHOUN COUNTY JAIL / SHERIFF,211 S ANN ST,PORT LAVACA,TX,"77979","-999",COUNTY,OPEN,"60",CALHOUN,USA
"10000256",CAMERON COUNTY DETENTION CENTER 1,1145 E HARRISON,BROWNSVILLE,TX,"78520","-999",COUNTY,OPEN,"349",CAMERON,USA
"10002862",LYCHNER STATE JAIL,2350 ATASCOCITA ROAD,HUMBLE,TX,"77396","-999",STATE,OPEN,"1756",HARRIS,USA
"10005783",CONEJOS COUNTY JAIL,14044 COUNTY RD G.5,ANTONITO,CO,"81120","-999",COUNTY,OPEN,"-999",CONEJOS,USA
"10000203",LYNAUGH PRISON,1098 S HWY 2037,FORT STOCKTON,TX,"79735","-999",STATE,OPEN,"1134",PECOS,USA
"10002828",MARLIN UNIT,2893 STATE HWY 6,MARLIN,TX,"76661","6588",STATE,OPEN,"544",FALLS,USA
"10005217",COSTILLA COUNTY JAIL,103 GASPER STREET,SAN LUIS,CO,"81152","-999",COUNTY,OPEN,"-999",COSTILLA,USA
"10002229",CROWLEY COUNTY SHERIFFS OFFICE JAIL,110 EAST 6TH STREET,ORDWAY,CO,"81063","-999",COUNTY,OPEN,"-999",CROWLEY,USA
"10000248",MCCONNELL PRISON,3001 S EMILY DR,BEEVILLE,TX,"78102","-999",STATE,OPEN,"2812",BEE,USA
"10002235",CUSTER COUNTY JAIL / SHERIFF,702 ROSITA AVENUE,WESTCLIFFE,CO,"81252","-999",COUNTY,OPEN,"-999",CUSTER,USA
"10000176",MIDDLETON TRANSFER FACILITY,13055 FM 3522,ABILENE,TX,"79601","-999",STATE,OPEN,"1985",JONES,USA
"10002948",CAMERON COUNTY JAIL,954 E HARRISON ST,BROWNSVILLE,TX,"78520","-999",COUNTY,OPEN,"1077",CAMERON,USA
"10000559",DENVER COUNTY JAIL,10500 EAST SMITH ROAD,DENVER,CO,"80239","-999",COUNTY,OPEN,"-999",DENVER,USA
"10003677",ADAIR COUNTY REGIONAL JAIL,204 GREENSBURG ST,COLUMBIA,KY,"42728","-999",COUNTY,OPEN,"115",ADAIR,USA
"10003687",ALLEN COUNTY DETENTION CENTER,196 WOOD ST,SCOTTSVILLE,KY,"42164","-999",COUNTY,OPEN,"86",ALLEN,USA
"10003681",BARREN COUNTY DETENTION CENTER,201 SAMSON STREET,GLASGOW,KY,"42141","-999",COUNTY,OPEN,"251",BARREN,USA
"10003686",BELL COUNTY DETENTION CENTER,214 W VIRGINIA AVE,PINEVILLE,KY,"40977","-999",COUNTY,OPEN,"156",BELL,USA
"10001168",BOYD COUNTY DETENTION CENTER,209 28TH ST,CATLETTSBURG,KY,"41129","-999",COUNTY,OPEN,"229",BOYD,USA
"10003668",BOYLE COUNTY DETENTION CENTER,1860 SOUTH DANVILLE BY-PASS,DANVILLE,KY,"40422","-999",COUNTY,OPEN,"297",BOYLE,USA
"10003637",CAMPBELL COUNTY DETENTION CENTER,601 CENTRAL AVE,NEWPORT,KY,"41071","-999",COUNTY,OPEN,"585",CAMPBELL,USA
"10003655",BRECKINRIDGE COUNTY JAIL,500 GLENN NASH RD,HARDINSBURG,KY,"40143","-999",COUNTY,OPEN,"184",BRECKINRIDGE,USA
"10003643",CARROLL COUNTY DETENTION CENTER,800 CLAY ST,CARROLLTON,KY,"41008","-999",COUNTY,OPEN,"125",CARROLL,USA
"10003646",CARTER COUNTY DETENTION CENTER,13 CROSSBAR RD,GRAYSON,KY,"41143","-999",COUNTY,OPEN,"239",CARTER,USA
"10003672",CASEY COUNTY DETENTION CENTER,169 COURTHOUSE SQUARE,LIBERTY,KY,"42539","-999",COUNTY,OPEN,"280",CASEY,USA
"10003682",CHRISTIAN COUNTY JAIL / RESTRICTED CUSTODY CENTER,410 W 7TH ST,HOPKINSVILLE,KY,"42240","-999",COUNTY,OPEN,"744",CHRISTIAN,USA
"10003654",CLARK COUNTY DETENTION CENTER,30 WALL ST,WINCHESTER,KY,"40391","-999",COUNTY,OPEN,"279",CLARK,USA
"10003674",CLAY COUNTY DETENTION CENTER,67 SHAMROCK RD,MANCHESTER,KY,"40962","-999",COUNTY,OPEN,"327",CLAY,USA
"10003673",CRITTENDEN COUNTY DETENTION CENTER,208 W CARLISLE ST,MARION,KY,"42064","-999",COUNTY,OPEN,"207",CRITTENDEN,USA
"10003663",DAVIESS COUNTY DETENTION CENTER,3337 HWY 144,OWENSBORO,KY,"42303","-999",COUNTY,OPEN,"626",DAVIESS,USA
"10005041",ESTILL COUNTY JAIL,103 COURT STREET,IRVINE,KY,"40336","-999",COUNTY,CLOSED,"0",ESTILL,USA
"10003670",GRAYSON COUNTY DETENTION FACILITY,320 SHAW STATION RD,LEITCHFIELD,KY,"42754","-999",COUNTY,OPEN,"508",GRAYSON,USA
"10003665",FLOYD COUNTY JAIL,151 S CENTRAL AVE,PRESTONSBURG,KY,"41653","-999",COUNTY,OPEN,"154",FLOYD,USA
"10000105",FRANKLIN COUNTY REGIONAL JAIL / RESTRICTED CUSTODY CENTER,400 COFFEE TREE RD,FRANKFORT,KY,"40604","-999",COUNTY,OPEN,"342",FRANKLIN,USA
"10006770",GRAYSON COUNTY ANNEX FACILITY,203 SOUTH HEYSER DRIVE,LEITCHFIELD,KY,"42754","-999",COUNTY,OPEN,"58",GRAYSON,USA
"10003644",GREENUP COUNTY DETENTION CENTER,100 LAUREL ST,GREENUP,KY,"41144","-999",COUNTY,OPEN,"144",GREENUP,USA
"10003656",HARDIN COUNTY DETENTION CENTER,100 LAWSON BLVD,ELIZABETHTOWN,KY,"42701","-999",COUNTY,OPEN,"695",HARDIN,USA
"10003661",HENDERSON COUNTY DETENTION CENTER,380 BORAX DR,HENDERSON,KY,"42419","-999",COUNTY,OPEN,"567",HENDERSON,USA
"10006249",HENDERSON COUNTY RESTRICTED CUSTODY CENTER,380 BORAX DR,HENDERSON,KY,"42419","-999",COUNTY,OPEN,"90",HENDERSON,USA
"10005685",JACKSON COUNTY DETENTION CENTER,1893 MCCAMMON RIDGE ROAD,MCKEE,KY,"40447","-999",COUNTY,OPEN,"86",JACKSON,USA
"10003659",JESSAMINE COUNTY DETENTION CENTER / RESTRICTED CUSTODY CENTER,229 E MAPLE ST,NICHOLASVILLE,KY,"40356","-999",COUNTY,OPEN,"182",JESSAMINE,USA
"10004323",MUHLENBERG COUNTY JAIL / RESTRICTED CUSTODY CENTER,108 COURT ROW,GREENVILLE,KY,"42345","-999",COUNTY,OPEN,"262",MUHLENBERG,USA
"10005052",KNOX COUNTY DETENTION CENTER,103 JAIL STREET,BARBOURVILLE,KY,"40906","-999",COUNTY,OPEN,"90",KNOX,USA
"10003666",LARUE COUNTY DETENTION CENTER,209 W HIGH ST,HODGENVILLE,KY,"42748","-999",COUNTY,OPEN,"148",LARUE,USA
"10003676",LESLIE COUNTY DETENTION CENTER,2125 STATE HWY 118,HYDEN,KY,"41749","-999",COUNTY,OPEN,"259",LESLIE,USA
"10005688",MCCREARY COUNTY JAIL,36 COURT STREET,WHITLEY CITY,KY,"42653","-999",COUNTY,CLOSED,"0",MCCREARY,USA
"10005050",LETCHER COUNTY JAIL,156 MAIN STREET,WHITESBURG,KY,"41848","7285",COUNTY,OPEN,"100",LETCHER,USA
"10000113",MARION COUNTY DETENTION CENTER,201 WAREHOUSE RD,LEBANON,KY,"40033","-999",COUNTY,OPEN,"287",MARION,USA
"10004325",MCCRACKEN COUNTY JAIL,400 S 7TH ST,PADUCAH,KY,"42003","-999",COUNTY,OPEN,"520",MCCRACKEN,USA
"10005037",LEWIS COUNTY JAIL,26 RAILROAD STREET,VANCEBURG,KY,"41179","-999",COUNTY,OPEN,"79",LEWIS,USA
"10004314",MEADE COUNTY JAIL,516 HILLCREST DRIVE,BRANDENBURG,KY,"40108","-999",COUNTY,OPEN,"219",MEADE,USA
"10003683",LOGAN COUNTY DETENTION CENTER,304 W 3RD ST,RUSSELLVILLE,KY,"42276","-999",COUNTY,OPEN,"220",LOGAN,USA
"10004315",MONTGOMERY COUNTY REGIONAL JAIL,751 CHENAULT LANE,MT. STERLING,KY,"40353","-999",COUNTY,OPEN,"217",MONTGOMERY,USA
"10004316",NELSON COUNTY JAIL,810 W STEPHEN FOSTER AVE,BARDSTOWN,KY,"40004","-999",COUNTY,OPEN,"119",NELSON,USA
"10005042",OHIO COUNTY DETENTION CENTER,108 EAST WASHINGTON STREET,HARTFORD,KY,"42347","-999",COUNTY,OPEN,"60",OHIO,USA
"10004322",KENTUCKY RIVER REGIONAL JAIL,200 JUSTICE DR,HAZARD,KY,"41701","-999",COUNTY,OPEN,"229",PERRY,USA
"10004318",PIKE COUNTY DETENTION CENTER,172 DIVISION ST,PIKEVILLE,KY,"41501","-999",COUNTY,OPEN,"348",PIKE,USA
"10004317",POWELL COUNTY DETENTION CENTER / RESTRICTED CUSTODY CENTER,755 BRECKENRIDGE ST,STANTON,KY,"40380","-999",COUNTY,OPEN,"232",POWELL,USA
"10004324",PULASKI COUNTY JAIL / RESTRICTED CUSTODY CENTER,300 HAIL KNOB RD,SOMERSET,KY,"42503","-999",COUNTY,OPEN,"351",PULASKI,USA
"10005045",ROCKCASTLE COUNTY DETENTION CENTER,205 EAST MAIN STREET,MOUNT VERNON,KY,"40456","-999",COUNTY,OPEN,"125",ROCKCASTLE,USA
"10005051",RUSSELL COUNTY JAIL,228 BRIAN WALTERS DR,RUSSELL SPRINGS,KY,"42629","-999",COUNTY,OPEN,"144",RUSSELL,USA
"10004311",SCOTT COUNTY DETENTION CENTER,130 N COURT ST,GEORGETOWN,KY,"40324","-999",COUNTY,OPEN,"109",SCOTT,USA
"10001169",SHELBY COUNTY JAIL,1000 BOBBY WAITS LANE,SHELBYVILLE,KY,"40065","-999",COUNTY,OPEN,"350",SHELBY,USA
"10004332",SIMPSON COUNTY DETENTION CENTER,217 E KENTUCKY ST,FRANKLIN,KY,"42134","-999",COUNTY,OPEN,"309",SIMPSON,USA
"10004321",TAYLOR COUNTY DETENTION CENTER,120 S CENTRAL AVE,CAMPBELLSVILLE,KY,"42718","-999",COUNTY,OPEN,"291",TAYLOR,USA
"10004329",WHITLEY COUNTY JAIL,1439 W HWY 92,WILLIAMSBURG,KY,"40769","-999",COUNTY,OPEN,"279",WHITLEY,USA
"10004326",TODD COUNTY DETENTION CENTER,201 E MCREYNOLDS ST,ELKTON,KY,"42220","-999",COUNTY,OPEN,"155",TODD,USA
"10005039",UNION COUNTY JAIL,120 SOUTH COURT STREET,MORGANFIELD,KY,"42437","-999",COUNTY,OPEN,"63",UNION,USA
"10004319",WEBSTER COUNTY RESTRICTED CUSTODY CENTER,101 S COLLEGE ST,DIXON,KY,"42409","-999",COUNTY,OPEN,"72",WEBSTER,USA
"10003667",THREE FORKS REGIONAL DETENTION CENTER,2221 FAIRGROUND RIDGE ROAD,BEATTYVILLE,KY,"41311","-999",COUNTY,OPEN,"282",LEE,USA
"10005048",BUTLER COUNTY JAIL,112 N WARREN STREET,MORGANTOWN,KY,"42261","-999",COUNTY,OPEN,"53",BUTLER,USA
"10005049",CALDWELL COUNTY JAIL,100 EAST MARKET STREET,PRINCETON,KY,"42445","-999",COUNTY,OPEN,"-999",CALDWELL,USA
"10005053",GRAVES COUNTY JAIL,103 EAST SOUTH STREET,MAYFIELD,KY,"42066","-999",COUNTY,OPEN,"90",GRAVES,USA
"10005058",HICKMAN COUNTY JAIL,55 UNITED STATES HIGHWAY 51 NORTH,CLINTON,KY,"42031","-999",COUNTY,CLOSED,"0",HICKMAN,USA
"10005046",HART COUNTY JAIL,520 AA WHITMAN LANE,MUNFORDVILLE,KY,"42765","-999",COUNTY,OPEN,"187",HART,USA
"10005683",GATEWAY CHILDREN'S SERVICES,37 NORTH MAYSVILLE STREET,MOUNT STERLING,KY,"40353","-999",LOCAL,OPEN,"-999",MONTGOMERY,USA
"10005682",BLUEGRASS YOUTH DEVELOPMENT CENTER,692 NEWTOWN PIKE,LEXINGTON,KY,"40508","-999",STATE,CLOSED,"0",FAYETTE,USA
"10005681",FLEMINGSBURG SHERIFF'S DEPARTMENT,201 COURT SQUARE,FLEMINGSBURG,KY,"41041","-999",LOCAL,OPEN,"-999",FLEMING,USA
"10006244",ADAIR COUNTY RESTRICTED CUSTODY CENTER,204 GREENSBURG ST,COLUMBIA,KY,"42728","-999",COUNTY,OPEN,"26",ADAIR,USA
"10006245",BOONE COUNTY RESTRICTED CUSTODY CENTER,5359 BULLITSVILLE ROAD,BURLINGTON,KY,"41005","-999",COUNTY,OPEN,"50",BOONE,USA
"10006246",CAMPBELL COUNTY RESTRICTED CUSTODY CENTER,601 CENTRAL AVE,NEWPORT,KY,"41071","-999",COUNTY,OPEN,"105",CAMPBELL,USA
"10006247",GRAVES COUNTY RESTRICTED CUSTODY CENTER,150 JENKINS STREET,MAYFIELD,KY,"42066","-999",COUNTY,OPEN,"73",GRAVES,USA
"10005056",CLINTON COUNTY JAIL,314 EAST CUMBERLAND STREET,ALBANY,KY,"42602","-999",COUNTY,CLOSED,"0",CLINTON,USA
"10000122",BELL COUNTY FORESTRY CAMP,560 CORRECTIONAL DR,PINEVILLE,KY,"40977","-999",STATE,OPEN,"299",BELL,USA
"10000120",KENTUCKY STATE PENITENTIARY,266 WATER ST,EDDYVILLE,KY,"42038","-999",STATE,OPEN,"849",LYON,USA
"10000103",KENTUCKY STATE REFORMATORY,3001 W HWY 146,LAGRANGE,KY,"40032","-999",STATE,OPEN,"1660",OLDHAM,USA
"10000101",LUTHER LUCKETT CORRECTIONAL COMPLEX,1612 DAWKINS RD,LAGRANGE,KY,"40031","-999",STATE,OPEN,"1180",OLDHAM,USA
"10000108",LEXINGTON DIVISION OF COMMUNITY CORRECTIONS,600 OLD FRANKFORT PIKE,LEXINGTON,KY,"40510","-999",COUNTY,OPEN,"1381",FAYETTE,USA
"10000114",MARION ADJUSTMENT CENTER,95 RAYWICK RD,ST. MARY,KY,"40063","-999",STATE,CLOSED,"0",MARION,USA
"10000111",WOODSBEND YOUTH DEVELOPMENT CENTER,163 WOODSBEND BOYS CAMP RD,WEST LIBERTY,KY,"41472","-999",STATE,OPEN,"13",MORGAN,USA
"10001167",OLDHAM COUNTY JAIL,3405 KY-146,LAGRANGE,KY,"40031","-999",COUNTY,OPEN,"115",OLDHAM,USA
"10001942",LOUISVILLE METRO DEPARTMENT OF CORRECTIONS,400 S 6TH ST,LOUISVILLE,KY,"40202","-999",LOCAL,OPEN,"1672",JEFFERSON,USA
"10001943",WARREN COUNTY REGIONAL JAIL,920 KENTUCKY ST,BOWLING GREEN,KY,"42101","-999",COUNTY,OPEN,"651",WARREN,USA
"10003641",GRANT COUNTY DETENTION CENTER,212 BARNES RD,WILLIAMSTOWN,KY,"41097","-999",COUNTY,OPEN,"377",GRANT,USA
"10003642",MASON COUNTY DETENTION CENTER,702 US HWY 68,MAYSVILLE,KY,"41056","-999",COUNTY,OPEN,"180",MASON,USA
"10003669",LINCOLN COUNTY REGIONAL JAIL,100 LANCASTER ST,STANFORD,KY,"40484","-999",COUNTY,OPEN,"165",LINCOLN,USA
"10003664",MADISON COUNTY DETENTION CENTER,107 W IRVINE ST,RICHMOND,KY,"40475","-999",COUNTY,OPEN,"348",MADISON,USA
"10003671",HOPKINS COUNTY JAIL,2250 LAFFOON TRAIL,MADISONVILLE,KY,"42431","-999",COUNTY,OPEN,"416",HOPKINS,USA
"10003685",HARLAN COUNTY DETENTION CENTER,6000 HWY 38,EVARTS,KY,"40828","-999",COUNTY,OPEN,"235",HARLAN,USA
"10003648",JEFFERSON COUNTY COMMUNITY CORRECTIONAL CENTER,316 E CHESTNUT ST,LOUISVILLE,KY,"40202","-999",COUNTY,OPEN,"1736",JEFFERSON,USA
"10003640",KENTON COUNTY DETENTION CENTER,3000 DECKER CRANE LANE,COVINGTON,KY,"41017","-999",COUNTY,OPEN,"689",KENTON,USA
"10003675",LAUREL COUNTY JAIL / RESTRICTED CUSTODY CENTER,204 WEST FOURTH STREET,LONDON,KY,"40741","-999",COUNTY,OPEN,"547",LAUREL,USA
"10003660",BIG SANDY REGIONAL DETENTION CENTER,904 3RD ST,PAINTSVILLE,KY,"41240","-999",COUNTY,OPEN,"283",JOHNSON,USA
"10003684",MARSHALL COUNTY DETENTION CENTER / RESTRICTED CUSTODY CENTER,54 JUDICIAL DR,BENTON,KY,"42025","-999",COUNTY,OPEN,"229",MARSHALL,USA
"10004313",ROWAN COUNTY DETENTION CENTER,1075 S. TOLLIVER RD,MOREHEAD,KY,"40351","-999",COUNTY,OPEN,"107",ROWAN,USA
"10003679",BALLARD COUNTY JAIL,132 MAYOLA AVE,WICKLIFFE,KY,"42087","-999",COUNTY,OPEN,"72",BALLARD,USA
"10003649",BOURBON COUNTY REGIONAL DETENTION CENTER,101 LEGION DR,PARIS,KY,"40361","-999",COUNTY,OPEN,"245",BOURBON,USA
"10003653",BULLITT COUNTY DETENTION CENTER,1671 S PRESTON HWY,SHEPHERDSVILLE,KY,"40165","-999",COUNTY,OPEN,"315",BULLITT,USA
"10003688",CALLOWAY COUNTY JAIL / RESTRICTED CUSTODY CENTER,310 N 4TH ST,MURRAY,KY,"42071","-999",COUNTY,OPEN,"197",CALLOWAY,USA
"10003689",FULTON COUNTY DETENTION CENTER,2010 S 7TH ST,HICKMAN,KY,"42050","-999",COUNTY,OPEN,"440",FULTON,USA
"10004328",WAYNE COUNTY DETENTION CENTER,217 JIM HILL SERVICE RD,MONTICELLO,KY,"42633","-999",COUNTY,OPEN,"188",WAYNE,USA
"10006248",GRAYSON COUNTY FEMALE FACILITY,125 EAST WHITE OAK STREET,LEITCHFIELD,KY,"42754","-999",COUNTY,OPEN,"63",GRAYSON,USA
"10005038",WOODFORD COUNTY DETENTION CENTER,204 BEASLEY DRIVE,VERSAILLES,KY,"40383","-999",COUNTY,OPEN,"125",WOODFORD,USA
"10005057",MONROE COUNTY JAIL,204 NORTH CRAWFORD STREET,TOMPKINSVILLE,KY,"42167","-999",COUNTY,CLOSED,"0",MONROE,USA
"10000118",FCI MANCHESTER,805 FOX HOLLOW RD,MANCHESTER,KY,"40962","-999",FEDERAL,OPEN,"964",CLAY,USA
"10000119",FCI MANCHESTER CAMP,805 FOX HOLLOW RD,MANCHESTER,KY,"40962","-999",FEDERAL,OPEN,"141",CLAY,USA
"10005208",WAYCROSS REGIONAL YOUTH DETENTION CENTER,3275 HARRIS ROAD,WAYCROSS,GA,"31503","8956",STATE,OPEN,"5",WARE,USA
"10005081",MADISON COUNTY WOMEN'S CORRECTIONAL FACILITY,15 NORTH 2ND STREET EAST,REXBURG,ID,"83440","-999",COUNTY,OPEN,"-999",MADISON,USA
"10004092",POINTE COUPEE PARISH DETENTION CENTER,10933 CAJUN II RD,NEW ROADS,LA,"70760","-999",COUNTY,OPEN,"128",POINTE COUPEE,USA
"10003951",ROBERT E DENIER YOUTH SERVICES CENTER,720 TURNER DRIVE,DURANGO,CO,"81303","-999",STATE,OPEN,"8",LA PLATA,USA
"10006345",AUGUSTA YOUTH DEVELOPMENT CAMPUS,3481 MIKE PADGET HIGHWAY,AUGUSTA,GA,"30906","3815",STATE,OPEN,"61",RICHMOND,USA
"10000560",DENVER RECEPTION AND DIAGNOSTIC CENTER,10900 SMITH ROAD,DENVER,CO,"80239","-999",STATE,OPEN,"560",DENVER,USA
"10001114",LINCOLN COUNTY JAIL,300 S DREW ST,STAR CITY,AR,"71667","-999",COUNTY,OPEN,"-999",LINCOLN,USA
"10005431",KNOX COUNTY JAIL,11540 UPPER GILCHRIST ROAD,MOUNT VERNON,OH,"43050","-999",COUNTY,OPEN,"-999",KNOX,USA
"10006836",MONROE COUNTY CHILDREN'S CENTER - RUSH,400 RUSH SCOTTSVILLE RD,RUSH,NY,"14543","-999",COUNTY,OPEN,"-999",MONROE,USA
"10004551",ROBERT L. PATTEN PROBATION DETENTION CENTER,1009 NORTH 10TH AVENUE,LAKELAND,GA,"31635","-999",STATE,OPEN,"-999",LANIER,USA
"10002226",CENTENNIAL CORRECTIONAL FACILITY,E US HIGHWAY 50 EVANS BLVD,CANON CITY,CO,"81215","-999",STATE,OPEN,"306",FREMONT,USA
"10000578",COLORADO TERRITORIAL CORRECTIONAL FACILITY,275 WEST UNITED STATES HIGHWAY 50,CANON CITY,CO,"81215","-999",STATE,OPEN,"920",FREMONT,USA
"10004939",WORTH COUNTY JAIL,1000 CENTRAL AVENUE,NORTHWOOD,IA,"50459","-999",COUNTY,OPEN,"2",WORTH,USA
"10004974",SOUTH IOWA AREA DETENTION SERVICE AGENCY,2528 255TH STREET,MONTROSE,IA,"52639","-999",COUNTY,OPEN,"12",LEE,USA
"10005917",RAPIDES PARISH DETENTION CENTER I,700 MURRAY STREET,ALEXANDRIA,LA,"71301","-999",COUNTY,OPEN,"356",RAPIDES,USA
"10006778",RAPIDES PARISH DETENTION CENTER II,400 B JOHN ALLISON DR,ALEXANDRIA,LA,"71303","-999",COUNTY,OPEN,"140",RAPIDES,USA
"10000385",HAMILTON CORRECTIONAL INSTITUTION,10650 SW 46TH ST,JASPER,FL,"32052","1360",STATE,OPEN,"906",HAMILTON,USA
"10001870",DES MOINES COUNTY CORRECTIONAL CENTER,3630 BAUER DRIVE,BURLINGTON,IA,"52601","-999",COUNTY,OPEN,"-999",DES MOINES,USA
