OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len,_FACILITYID,V003,V074,HYBRID_POP,X2019
"3319","10003329",USP LEE,LEE COUNTY INDUSTRIAL PARK & HICKORY FLATS RD,PENNINGTON GAP,VA,"24277","-999",(276) 546-0150,FEDERAL,OPEN,"1416",LEE,"51105",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/lee/,2016/02/16,IMAGERY/OTHER,2024/01/22,https://www.bop.gov/locations/institutions/lee/,MAXIMUM,"-999",0.000012173137975,0.013869709528294,"10003329",FVA336,"1443","1443","6.95000004768372"
"1716","10001162",DOWNEAST CORRECTIONAL FACILITY,64 BASE RD,MACHIASPORT,ME,"04655","-999",(207) 255-1104,STATE,OPEN,"-999",WASHINGTON,"23029",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.maine.gov/corrections/downeast,MINIMUM,"48",0.000002470752634,0.007172317759638,"10001162",,,,"4.09999990463257"
"2896","10001163",MAINE STATE PRISON,807 CUSHING RD,WARREN,ME,"04864","-999",(207) 273-5300,STATE,OPEN,"-999",KNOX,"23013",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.maine.gov/corrections/msp,CLOSE,"993",0.000013583749023,0.016681387896841,"10001163",PME006,"901","901","4.19999980926514"
"2971","10006944",SOUTHERN MAINE WOMEN'S RE-ENTRY CENTER,230 RIVER ROAD,WINDHAM,ME,"04062","-999",(207) 893-7132,STATE,OPEN,"-999",CUMBERLAND,"23005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.maine.gov/corrections/smwrc,MINIMUM,"100",0.000000298805389,0.004069353084454,"10006944",PME010,"87","87","5"
"2976","10001938",MOUNTAIN VIEW CORRECTIONAL FACILITY,1182 DOVER RD,CHARLESTON,ME,"04422","-999",(207) 285-0880,STATE,OPEN,"-999",PENOBSCOT,"23019",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,http://www.maine.gov/corrections/adultfacilities/index.shtml,MEDIUM,"448",0.000008133088386,0.022592496646336,"10001938",PME008,"396","396","4"
"2999","10000100",BOLDUC CORRECTIONAL FACILITY,516 CUSHING RD,WARREN,ME,"04864","-999",(207) 273-5123,STATE,OPEN,"-999",KNOX,"23013",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.maine.gov/corrections/bolduc,MINIMUM,"221",0.000001125229801,0.006365554106018,"10000100",PME002,"225","225","4.30000019073486"
"3001","10001165",MAINE CORRECTIONAL CENTER,17 MALLISON FALLS RD,WINDHAM,ME,"04062","-999",(207) 893-7109,STATE,OPEN,"-999",CUMBERLAND,"23005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/facilities,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.maine.gov/corrections/mcc,MEDIUM,"620",0.000010554105756,0.017090158694458,"10001165",PME005,"623","623","5.09999990463257"
"741","10003203",FCI OTISVILLE CAMP,TWO MILE DR,OTISVILLE,NY,"10963","-999",(845) 386-6700,FEDERAL,OPEN,"92",ORANGE,"36071",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/otv/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/otv/,MINIMUM,"-999",0.000000266150892,0.002719392752267,"10003203",,,"92","5.80000019073486"
"2409","10004449",NORTH CENTRAL CORRECTIONAL INSTITUTION,500 COLONY ROAD,GARDNER,MA,"01440","-999",(978) 630-6000,STATE,OPEN,"754",WORCESTER,"25027",USA,"922140",CORRECTIONAL INSTITUTIONS,https://public.tableau.com/app/profile/madoc/viz/MADOCCELLCAPACITY/CellCapacityHome,2024/02/26,IMAGERY/OTHER,2024/02/28,https://www.mass.gov/locations/north-central-correctional-institution,MEDIUM,"-999",0.000013294039491,0.014419203461791,"10004449",PMA016,"966","966","4.87500011920929"
"2915","10003135",FCI RAY BROOK,128 RAY BROOK RD,RAY BROOK,NY,"12977","-999",(518) 897-4000,FEDERAL,OPEN,"677",ESSEX,"36031",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/rbk/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/rbk/,MEDIUM,"-999",0.000016792719634,0.016174320753273,"10003135",FNY227,"674","674","4.54999995231628"
"3047","10003202",FCI OTISVILLE,TWO MILE DR,OTISVILLE,NY,"10963","-999",(845) 386-6700,FEDERAL,OPEN,"993",ORANGE,"36071",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/otv/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/otv/,MEDIUM,"-999",0.000014414318457,0.017132277702072,"10003202",FNY225,"759","759","5.85000014305115"
"3153","10002287",ATTICA CORRECTIONAL FACILITY,639 EXCHANGE ST,ATTICA,NY,"14011","0149",(585) 591-2000,STATE,OPEN,"-999",WYOMING,"36121",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/attica-correctional-facility,2017/02/17,IMAGERY/OTHER,2024/03/13,https://doccs.ny.gov/location/attica-correctional-facility,MAXIMUM,"-999",0.000024677731062,0.020979230915808,"10002287",PNY004,"1963","1963","5.35000014305115"
"3162","10003136",MORIAH SHOCK INCARCERATION CORRECTIONAL FACILITY,75 BURHART LANE,MINEVILLE,NY,"12956","0999",(518) 942-7561,STATE,OPEN,"187",ESSEX,"36031",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/moriah-shock-incarceration-correctional-facility,2015/11/13,IMAGERY/OTHER,2024/03/25,https://doccs.ny.gov/location/moriah-shock-incarceration-correctional-facility,MINIMUM,"300",0.000003852730742,0.010550498435858,"10003136",PNY039,"117","117","4.80000019073486"
"3205","10003156",HALE CREEK ASACTC,279 MALONEY RD,JOHNSTOWN,NY,"12095","3769",(518) 736-2094,STATE,OPEN,"-999",FULTON,"36035",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/hale-creek-asactc,2016/03/15,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/hale-creek-asactc,MEDIUM,"-999",0.000006540030881,0.010728153757872,"10003156",PNY030,"407","407","5.45000004768372"
"3221","10003138",WATERTOWN CORRECTIONAL FACILITY,23147 SWAN RD,WATERTOWN,NY,"13601","9340",(315) 782-7490,STATE,CLOSED,"-999",JEFFERSON,"36045",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.wwnytv.com/2021/03/31/state-officially-closes-watertown-correctional-facility/,2014/09/23,IMAGERY/OTHER,2024/03/20,https://www.wwnytv.com/2021/03/31/state-officially-closes-watertown-correctional-facility/,MEDIUM,"-999",0.000014475800981,0.019642114404476,"10003138",PNY059,"464","464","4.54999995231628"
"3407","10003170",WILLARD DRUG TREATMENT CAMPUS,7116 COUNTY ROUTE 132,WILLARD,NY,"14588","0303",(607) 869-5500,STATE,CLOSED,"-999",SENECA,"36099",USA,"922140",CORRECTIONAL INSTITUTIONS,https://spectrumlocalnews.com/nys/rochester/community/2022/03/22/closure-of-willard-drug-treatment-campus-impacts-local-businesses,2016/04/06,IMAGERY/OTHER,2024/03/22,https://spectrumlocalnews.com/nys/rochester/community/2022/03/22/closure-of-willard-drug-treatment-campus-impacts-local-businesses,NOT AVAILABLE,"-999",0.000021751194481,0.019810104071231,"10003170",PNY061,"169","169","5.80000019073486"
"3414","10003175",WYOMING CORRECTIONAL FACILITY,3203 DUNBAR RD,ATTICA,NY,"14011","0501",(585) 591-1010,STATE,OPEN,"-999",WYOMING,"36121",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/wyoming-correctional-facility,2017/04/14,IMAGERY/OTHER,2024/03/18,https://doccs.ny.gov/location/wyoming-correctional-facility,MEDIUM,"1714",0.000030218619258,0.031333782729792,"10003175",PNY063,"1280","1280","5.35000014305115"
"3586","10000763",SHAWANGUNK CORRECTIONAL FACILITY,200 QUICK RD,WALLKILL,NY,"12589","0750",(845) 895-2081,STATE,OPEN,"-999",ULSTER,"36111",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/shawangunk-correctional-facility,2015/11/13,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/shawangunk-correctional-facility,MAXIMUM,"-999",0.000009326273357,0.012397400673606,"10000763",PNY047,"479","479","5.69999980926514"
"3605","10003127",CLINTON CORRECTIONAL FACILITY - MAIN,1156 RT. 374,DANNEMORA,NY,"12929","2000",(518) 492-2511,STATE,OPEN,"-999",CLINTON,"36019",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/clinton-correctional-facility,2017/02/03,IMAGERY/OTHER,2024/03/25,https://doccs.ny.gov/location/clinton-correctional-facility,MAXIMUM,"-999",0.000013579321148,0.015373764859922,"10003127",PNY012,"2403","2403","4.5"
"3608","10000744",CAPE VINCENT CORRECTIONAL FACILITY,36560 STATE ROUTE 12E,CAPE VINCENT,NY,"13618","0599",(315) 654-4100,STATE,OPEN,"-999",JEFFERSON,"36045",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/cape-vincent-correctional-facility,2016/09/21,IMAGERY/OTHER,2024/03/13,https://doccs.ny.gov/location/cape-vincent-correctional-facility,MEDIUM,"-999",0.000023949278329,0.022208365742657,"10000744",PNY010,"818","818","4.80000019073486"
"3610","10003128",CLINTON CORRECTIONAL FACILITY - ANNEX,1074 RT. 374,DANNEMORA,NY,"12929","-999",(518) 492-2511,STATE,OPEN,"-999",CLINTON,"36019",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/clinton-correctional-facility,2015/11/13,IMAGERY/OTHER,2024/03/25,https://doccs.ny.gov/location/clinton-correctional-facility,MAXIMUM,"-999",0.000010772597761,0.013696346594906,"10003128",,,,"4.5"
"3612","10000757",GROVELAND ANNEX,7000 SONYEA RD,SONYEA,NY,"14556","-999",(585) 658-2871,STATE,OPEN,"-999",LIVINGSTON,"36051",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/groveland-correctional-facility,2015/11/13,IMAGERY/OTHER,2024/03/25,https://doccs.ny.gov/location/groveland-correctional-facility,MINIMUM,"-999",0.000009807428569,0.013033180592578,"10000757",,,,"5.90000009536743"
"3619","10003199",DOWNSTATE CORRECTIONAL FACILITY,121 RED SCHOOLHOUSE ROAD,FISHKILL,NY,"12524","0445",(845) 831-6600,STATE,CLOSED,"-999",DUTCHESS,"36027",USA,"922140",CORRECTIONAL INSTITUTIONS,https://esd.ny.gov/sites/default/files/rfp/ESD-Downstate-Correctional-Facility-RFP-Final.pdf,2015/11/13,IMAGERY/OTHER,2015/11/13,https://esd.ny.gov/sites/default/files/rfp/ESD-Downstate-Correctional-Facility-RFP-Final.pdf,MAXIMUM,"-999",0.000015631844690,0.020133896613680,"10003199",PNY016,"871","871","5.90000009536743"
"3625","10003122",GOUVERNEUR CORRECTIONAL FACILITY,112 SCOTCH SETTLEMENT RD,GOUVERNEUR,NY,"13642","0370",(315) 287-7351,STATE,OPEN,"-999",ST. LAWRENCE,"36089",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/gouverneur-correctional-facility,2017/09/13,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/gouverneur-correctional-facility,MEDIUM,"-999",0.000024997840001,0.021255103692295,"10003122",PNY024,"845","845","4.66666666666667"
"3684","10003197",WALLKILL CORRECTIONAL FACILITY,50 MCKENDRICK RD,WALLKILL,NY,"12589","0286",(845) 895-2021,STATE,OPEN,"-999",ULSTER,"36111",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/wallkill-correctional-facility,2017/10/18,IMAGERY/OTHER,2017/10/18,https://doccs.ny.gov/location/wallkill-correctional-facility,MEDIUM,"608",0.000010234334241,0.013060541020096,"10003197",PNY057,"562","562","5.80000019073486"
"3832","10000750",CENTRAL NEW YORK PSYCHIATRIC CENTER,"9005 OLD RIVER RD, PO BOX 300",MARCY,NY,"13403","-999",(315) 765-3600,STATE,OPEN,"-999",ONEIDA,"36065",USA,"922140",CORRECTIONAL INSTITUTIONS,https://omh.ny.gov/omhweb/facilities/cnpc/,2017/12/21,IMAGERY/OTHER,2020/02/13,https://omh.ny.gov/omhweb/facilities/cnpc/,MAXIMUM,"220",0.000006544531288,0.011536535225013,"10000750",,,,"5.30000019073486"
"6084","10003131",BARE HILL CORRECTIONAL FACILITY,181 BRAND RD,MALONE,NY,"12953","0020",(518) 483-8411,STATE,OPEN,"-999",FRANKLIN,"36033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/bare-hill-correctional-facility,2017/04/28,IMAGERY/OTHER,2017/04/28,https://doccs.ny.gov/location/bare-hill-correctional-facility,MEDIUM,"-999",0.000040657963154,0.031681518685259,"10003131",PNY006,"1315","1315","5.19999980926514"
"6088","10002281",CAYUGA CORRECTIONAL FACILITY,2202 STATE ROUTE 38A,MORAVIA,NY,"13118","1150",(315) 497-1110,STATE,OPEN,"-999",CAYUGA,"36011",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/cayuga-correctional-facility,2017/10/04,IMAGERY/OTHER,2024/03/13,https://doccs.ny.gov/location/cayuga-correctional-facility,MEDIUM,"-999",0.000019412947950,0.022442467936561,"10002281",PNY011,"861","861","4.80000019073486"
"6095","10003134",ADIRONDACK CORRECTIONAL FACILITY,196 RAY BROOK RD,RAY BROOK,NY,"12977","0110",(518) 891-1343,STATE,OPEN,"-999",ESSEX,"36031",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/adirondack-correctional-facility,2017/02/08,IMAGERY/OTHER,2024/03/13,https://doccs.ny.gov/location/adirondack-correctional-facility,MEDIUM,"-999",0.000008116775462,0.015153194587058,"10003134",PNY064,"20","20","4.54999995231628"
"6100","10001496",ALTONA CORRECTIONAL FACILITY,555 DEVILS DEN RD,ALTONA,NY,"12910","3000",(518) 236-7841,STATE,OPEN,"-999",CLINTON,"36019",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/altona-correctional-facility,2015/11/13,IMAGERY/OTHER,2024/03/13,https://doccs.ny.gov/location/altona-correctional-facility,MEDIUM,"-999",0.000008340037311,0.012057215310885,"10001496",PNY003,"384","384","4.75"
"6102","10003200",SULLIVAN CORRECTIONAL FACILITY,325 RIVERSIDE DR,FALLSBURG,NY,"12733","0116",(845) 434-2080,STATE,OPEN,"-999",SULLIVAN,"36105",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/sullivan-correctional-facility,2017/03/03,IMAGERY/OTHER,2024/03/18,https://doccs.ny.gov/location/sullivan-correctional-facility,MAXIMUM,"566",0.000009256428939,0.011785806663924,"10003200",PNY050,"454","454","5.85000014305115"
"6103","10000756",GROVELAND CORRECTIONAL FACILITY,7000 SONYEA RD,SONYEA,NY,"14556","0050",(585) 658-2871,STATE,OPEN,"-999",LIVINGSTON,"36051",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/groveland-correctional-facility,2016/10/20,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/groveland-correctional-facility,MEDIUM,"-999",0.000038150334831,0.026677681487323,"10000756",PNY029,"931","931","6"
"6105","10000754",FIVE POINTS CORRECTIONAL FACILITY,6600 STATE ROUTE 96,ROMULUS,NY,"14541","-999",(607) 869-5111,STATE,OPEN,"-999",SENECA,"36099",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/five-points-correctional-facility,2016/04/08,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/five-points-correctional-facility,MAXIMUM,"-999",0.000032065637924,0.024809434779515,"10000754",PNY021,"1186","1186","5.64999985694885"
"6107","10003130",UPSTATE CORRECTIONAL FACILITY,309 BARE HILL RD,MALONE,NY,"12953","-999",(518) 483-6997,STATE,OPEN,"-999",FRANKLIN,"36033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/upstate-correctional-facility,2015/10/23,IMAGERY/OTHER,2024/03/18,https://doccs.ny.gov/location/upstate-correctional-facility,MAXIMUM,"1500",0.000021886258537,0.020695175697220,"10003130",PNY054,"836","836","5.19999980926514"
"6129","10003149",MOHAWK CORRECTIONAL FACILITY,6514 ROUTE 26,ROME,NY,"13442","-999",(315) 339-5232,STATE,OPEN,"-999",ONEIDA,"36065",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/mohawk-correctional-facility,2016/02/12,IMAGERY/OTHER,2024/03/14,https://doccs.ny.gov/location/mohawk-correctional-facility,MEDIUM,"-999",0.000031883495922,0.027395507997532,"10003149",PNY038,"1427","1427","5"
"6132","10003204",OTISVILLE CORRECTIONAL FACILITY,57 SANITORIUM ROAD,OTISVILLE,NY,"10963","0008",(845) 386-1490,STATE,OPEN,"-999",ORANGE,"36071",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/otisville-correctional-facility,2017/10/20,IMAGERY/OTHER,2017/10/20,https://doccs.ny.gov/location/otisville-correctional-facility,MEDIUM,"-999",0.000026886350497,0.039309683793951,"10003204",PNY042,"583","583","5.83333349227905"
"1031","10002088",CARSON CITY CORRECTIONAL FACILITY,10274 BOYER RD,CARSON CITY,MI,"48811","9746",(989) 584-3941,STATE,OPEN,"-999",MONTCALM,"26117",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.michigan.gov/corrections/prisons/carson-city-correctional-facility,CLOSE,"2256",0.000025111931109,0.025191156366031,"10002088",PMI004,"2379","2379","5.90000009536743"
"1053","10001389",LAKELAND CORRECTIONAL FACILITY,141 FIRST ST,COLDWATER,MI,"49036","-999",(517) 278-6942,STATE,OPEN,"-999",BRANCH,"26023",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.michigan.gov/corrections/prisons/lakeland-correctional-facility,MEDIUM,"-999",0.000020418303620,0.021872733109473,"10001389",PMI026,"1458","1458","7"
"1057","10001341",NEWBERRY CORRECTIONAL FACILITY,13747 E COUNTY ROAD 428,NEWBERRY,MI,"49868","-999",(906) 293-6200,STATE,OPEN,"-999",LUCE,"26095",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.michigan.gov/corrections/prisons/newberry-correctional-facility,MEDIUM,"-999",0.000009372555041,0.013047253277684,"10001341",PMI031,"1096","1096","4.80000019073486"
"1190","10001345",KINROSS CORRECTIONAL FACILITY,4533 W INDUSTRIAL PARK DRIVE,KINCHELOE,MI,"49788","-999",(906) 495-2282,STATE,OPEN,"-999",CHIPPEWA,"26033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.michigan.gov/corrections/prisons/kinross-correctional-facility,MEDIUM,"1600",0.000010932475789,0.012731725333598,"10001345",PMI024,"1579","1579","4.95000004768372"
"3143","10001366",MACOMB CORRECTIONAL FACILITY,34625 26 MILE RD,LENOX TOWNSHIP,MI,"48048","-999",(586) 749-4900,STATE,OPEN,"-999",MACOMB,"26099",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons,2024/02/29,IMAGERY/OTHER,2024/02/29,https://www.michigan.gov/corrections/prisons/macomb-correctional-facility,MAXIMUM,"-999",0.000014783913684,0.017239695180146,"10001366",PMI027,"1387","1387","7.40000009536743"
"4128","10001384",SPECIAL ALTERNATIVE INCARCERATION FACILITY,18901 WATERLOO RD,CHELSEA,MI,"48118","-999",(734) 475-1368,STATE,OPEN,"-999",WASHTENAW,"26161",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.michigan.gov/corrections/prisons/special-alternative-incarceration-facility,2024/02/29,IMAGERY/OTHER,2024/04/03,https://www.michigan.gov/corrections/prisons/special-alternative-incarceration-facility,MINIMUM,"-999",0.000017190987819,0.021152382644214,"10001384",PMI038,"111","111","7.25"
"387","10000060",NORTH CENTRAL UNIT,10 PRISON CIRCLE,CALICO ROCK,AR,"72519","-999",(870) 297-4311,STATE,OPEN,"868",IZARD,"05065",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/north-central-unit/,MEDIUM,"800",0.000007476664678,0.010952321843449,"10000060",PAR014,"843","843","6.09999990463257"
"1208","10000083",MAXIMUM SECURITY UNIT,2501 STATE FARM RD,TUCKER,AR,"72168","8713",(501) 842-3800,STATE,OPEN,"582",JEFFERSON,"05069",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/maximum-security-unit/,MAXIMUM,"532",0.000005445825764,0.009837570272478,"10000083",PAR010,"556","556","7.80000019073486"
"1792","10000084",TUCKER UNIT,2400 STATE FARM ROAD,TUCKER,AR,"72168","-999",(501) 842-2519,STATE,OPEN,"891",JEFFERSON,"05069",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/pine-bluff-unit/,MAXIMUM,"612",0.000008474382867,0.013777679091827,"10000084",PAR024,"994","994","8.07500016689301"
"2938","10003614",FCI FORREST CITY LOW,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",(870) 630-6000,FEDERAL,OPEN,"1562",ST. FRANCIS,"05123",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/for/,2016/02/16,IMAGERY/OTHER,2024/01/11,https://www.bop.gov/locations/institutions/for/,MINIMUM,"-999",0.000022524662882,0.019797217661573,"10003614",FAR011,"2130","2130","6.90000009536743"
"3014","10003615",FCI FORREST CITY MEDIUM,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",(870) 494-4200,FEDERAL,OPEN,"1672",ST. FRANCIS,"05123",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/fom/,2016/02/16,IMAGERY/OTHER,2024/01/11,https://www.bop.gov/locations/institutions/fom/,MEDIUM,"-999",0.000019767980120,0.018857799499606,"10003615",FAR013,"970","970","6.90000009536743"
"3028","10003616",FCI FORREST CITY LOW CAMP,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",(870) 630-6000,FEDERAL,OPEN,"248",ST. FRANCIS,"05123",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/for/,2016/02/16,IMAGERY/OTHER,2024/01/11,https://www.bop.gov/locations/institutions/for/,MINIMUM,"-999",0.000001117711463,0.007234676785431,"10003616",,,"248","6.85000014305115"
"3208","10000078",OUACHITA RIVER UNIT,100 WALCO LANE,MALVERN,AR,"72104","-999",(501) 467-3400,STATE,OPEN,"1879",HOT SPRING,"05059",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/ouachita-river-unit/,MEDIUM,"1782",0.000012147761936,0.013943740668359,"10000078",PAR017,"1868","1868","7.90000009536743"
"3222","10000070",GRIMES UNIT,300 CORRECTIONS DRIVE,NEWPORT,AR,"72112","-999",(870) 523-5877,STATE,OPEN,"1089",JACKSON,"05067",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/east-arkansas-regional-unit/,MAXIMUM,"1012",0.000006569790457,0.010850435388904,"10000070",PAR008,"1064","1064","8.30000019073486"
"3225","10000085",CUMMINS UNIT,STATE HWY 388,GRADY,AR,"71644","0500",(870) 850-8899,STATE,OPEN,"1994",LINCOLN,"05079",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/cummins-unit/,MAXIMUM,"1876",0.000015654404251,0.016590069894027,"10000085",PAR004,"1654","1654","8"
"3236","10000075",EAST ARKANSAS REGIONAL UNIT,326 LEE ROAD 602,BRICKEYS,AR,"72320","-999",(870) 295-4700,STATE,OPEN,"1648",LEE,"05077",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/east-arkansas-regional-unit/,MAXIMUM,"1624",0.000011269631386,0.013741067922292,"10000075",PAR006,"1666","1666","7.40000009536743"
"3238","10000076",BENTON UNIT,6701 US HWY 67,BENTON,AR,"72015","8488",(501) 315-2252,STATE,OPEN,"351",SALINE,"05125",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/benton-unit/,MINIMUM,"325",0.000000226295924,0.001943232880712,"10000076",PAR001,"343","343","7.40000009536743"
"3243","10000088",DELTA REGIONAL UNIT,880 E GAINES ST,DERMOTT,AR,"71638","9505",(870) 538-2000,STATE,OPEN,"622",CHICOT,"05017",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/delta-regional-unit/,MEDIUM,"599",0.000005308964546,0.010298413006322,"10000088",PAR005,"617","617","8.19999980926514"
"3256","10000069",MCPHERSON UNIT,302 CORRECTIONS DRIVE,NEWPORT,AR,"72112","-999",(870) 523-2639,STATE,OPEN,"1051",JACKSON,"05067",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/mcpherson-unit/,MAXIMUM,"971",0.000006632456007,0.009894249795614,"10000069",PAR011,"1001","1001","8.30000019073486"
"3261","10001906",WRIGHTSVILLE UNIT,8400 STATE HIGHWAY 386,WRIGHTSVILLE,AR,"72183","-999",(501) 897-5806,STATE,OPEN,"855",PULASKI,"05119",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.arkansas.gov/correction/publications/reports-brochures-and-forms/,2023/10/31,IMAGERY/OTHER,2024/02/08,https://doc.arkansas.gov/facilities/varner-varner-supermax-unit/,MEDIUM,"850",0.000010273656926,0.014404030640541,"10001906",PAR026,"858","858","7.64999985694885"
