FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"4622","10002822",EASTHAM PRISON AND TRUSTY CAMP,2665 PRISON ROAD 1,LOVELADY,TX,"75851","-999",(936) 636-7321,STATE,OPEN,"2425",HOUSTON,"48225",USA,MAXIMUM,-95.631648,30.977104,0.940000000000000,0.730000000000000,5072.000000000000000,"1","0","0",0.000000000000000,"1","0",6.704234526289404,"0",7.450000047683720,
"4625","10000212",ELLIS PRISON,1697 FM 980,HUNTSVILLE,TX,"77343","-999",(936) 295-5756,STATE,OPEN,"2143",WALKER,"48471",USA,MAXIMUM,-95.455088,30.885001,0.830000000000000,0.750000000000000,6977.000000000000000,"0","0","3",1.000000000000000,"0","0",7.134733891954610,"0",7.699999809265140,
"4627","10000215",ESTELLE PRISON,264 FM 3478,HUNTSVILLE,TX,"77320","3320",(936) 291-4200,STATE,OPEN,"2833",WALKER,"48471",USA,MAXIMUM,-95.485340,30.889923,0.830000000000000,0.750000000000000,6977.000000000000000,"0","0","3",1.000000000000000,"0","0",7.134733891954610,"0",7.450000047683720,
"4630","10000206",FERGUSON PRISON,12120 SAVAGE DR,MIDWAY,TX,"75852","-999",(936) 348-3751,STATE,OPEN,"2366",MADISON,"48313",USA,MAXIMUM,-95.705838,30.960323,0.800000000000000,0.720000000000000,3997.000000000000000,"0","0","1",1.000000000000000,"0","0",6.689179110882888,"0",6.933333396911620,
"4632","10002714",FORMBY STATE JAIL,998 COUNTY RD AA,PLAINVIEW,TX,"79072","-999",(806) 296-2448,STATE,OPEN,"974",HALE,"48189",USA,MEDIUM,-101.646048,34.177903,0.320000000000000,0.130000000000000,4519.000000000000000,"0","0","0",0.000000000000000,"0","0",4.657319379396766,"0",5.199999809265140,
"4635","10000200",FORT STOCKTON TRANSFER FACILITY,1536 INTERSTATE HWY 10 E,FORT STOCKTON,TX,"79735","-999",(432) 336-7676,STATE,OPEN,"594",PECOS,"48371",USA,MEDIUM,-102.864675,30.899661,0.770000000000000,0.090000000000000,6195.000000000000000,"0","0","2",2.000000000000000,"0","1",5.907597833337158,"0",6.649999856948850,
"4636","10002917",GARZA EAST TRANSFER FACILITY,4304 HWY 202,BEEVILLE,TX,"78102","-999",(361) 358-9880,STATE,OPEN,"1744",BEE,"48025",USA,MAXIMUM,-97.659119,28.378468,0.720000000000000,0.720000000000000,8417.000000000000000,"0","0","0",0.000000000000000,"0","0",6.455153219547112,"0",6.600000063578290,
"4637","10002916",GARZA WEST TRANSFER FACILITY,4250 HWY 202,BEEVILLE,TX,"78102","-999",(361) 358-9890,STATE,OPEN,"2147",BEE,"48025",USA,MAXIMUM,-97.666570,28.377669,0.720000000000000,0.720000000000000,8417.000000000000000,"0","0","0",0.000000000000000,"0","0",6.455153219547112,"0",6.650000095367430,
"4639","10002857",GIST STATE JAIL,3295 FM 3514,BEAUMONT,TX,"77705","-999",(409) 727-8400,STATE,OPEN,"2042",JEFFERSON,"48245",USA,MAXIMUM,-94.049459,29.995351,,0.870000000000000,3130.000000000000000,"0","0","0",0.000000000000000,"0","1",8.300000190734863,"0",8.250000000000000,
"4642","10002928",GLOSSBRENNER PRISON-SAFPF,5100 S FM 1329,SAN DIEGO,TX,"78384","-999",(361) 279-2705,STATE,OPEN,"141",DUVAL,"48131",USA,MINIMUM,-98.256999,27.709815,0.880000000000000,0.780000000000000,4968.000000000000000,"0","0","3",3.000000000000000,"0","0",6.644348897863664,"0",6.500000000000000,
"4646","10000204",GOODMAN TRANSFER FACILITY,349 PRIVATE RD 8430,JASPER,TX,"75951","-999",(409) 383-0012,STATE,OPEN,"341",JASPER,"48241",USA,MEDIUM,-93.945634,30.914403,0.630000000000000,0.790000000000000,5514.000000000000000,"0","0","1",1.000000000000000,"0","0",7.429552233397072,"0",7.699999809265140,
"4647","10000213",GOREE PRISON AND TRUSTY CAMP,7405 STATE HWY 75 S,HUNTSVILLE,TX,"77344","-999",(936) 295-6331,STATE,OPEN,"889",WALKER,"48471",USA,MAXIMUM,-95.514721,30.673639,0.800000000000000,0.780000000000000,7292.000000000000000,"0","0","2",1.000000000000000,"0","0",6.872238813941158,"0",7.500000000000000,
"4651","10000184",GURNEY TRANSFER FACILITY,1385 FM 3328,PALESTINE,TX,"75803","-999",(903) 928-3118,STATE,OPEN,"1953",ANDERSON,"48001",USA,MEDIUM,-95.822902,31.758916,0.350000000000000,0.670000000000000,4838.000000000000000,"0","0","0",0.000000000000000,"0","0",6.861111137602064,"0",6.799999952316280,
"4652","10002835",HALBERT UNIT,800 ELLEN HALBERT DR,BURNET,TX,"78611","-999",(512) 756-6171,STATE,OPEN,"190",BURNET,"48053",USA,NOT AVAILABLE,-98.246962,30.742732,0.570000000000000,0.590000000000000,6675.000000000000000,"0","0","0",0.000000000000000,"0","1",6.176363641565496,"0",6.400000095367430,
"4654","10000216",HAMILTON PRISON (PRE-RELEASE FACILITY),200 LEE MORRISON LANE,BRYAN,TX,"77807","-999",(979) 779-1633,STATE,OPEN,"1057",BRAZOS,"48041",USA,MEDIUM,-96.419442,30.690993,0.490000000000000,0.760000000000000,8611.000000000000000,"0","0","0",0.000000000000000,"0","1",6.878125011920930,"0",6.825000047683720,
"4656","10002799",HAVINS PRE-RELEASE FACILITY,500 FM 45 E,BROWNWOOD,TX,"76801","-999",(325) 643-5575,STATE,OPEN,"566",BROWN,"48049",USA,MEDIUM,-98.973724,31.656539,0.630000000000000,0.320000000000000,3369.000000000000000,"0","0","0",0.000000000000000,"0","0",5.208910898013478,"0",6.099999904632570,
"4658","10002845",HENLEY STATE JAIL,7581 HWY 321,DAYTON,TX,"77535","-999",(936) 258-2476,STATE,OPEN,"157",LIBERTY,"48291",USA,MEDIUM,-94.929684,30.105283,0.540000000000000,0.810000000000000,8864.000000000000000,"0","0","0",0.000000000000000,"0","0",7.230519471230446,"0",7.500000000000000,
"4661","10000224",L.V. HIGHTOWER UNIT,902 FM 686,DAYTON,TX,"77535","-999",(936) 258-8013,STATE,OPEN,"1317",LIBERTY,"48291",USA,MAXIMUM,-94.933495,30.104521,0.540000000000000,0.810000000000000,8864.000000000000000,"0","0","0",0.000000000000000,"0","0",7.230519471230446,"0",7.400000095367430,
"4664","10002827",HOBBY PRISON,742 FM 712,MARLIN,TX,"76661","-999",(254) 883-5561,STATE,OPEN,"1349",FALLS,"48145",USA,MAXIMUM,-96.908816,31.255312,0.910000000000000,0.670000000000000,3903.000000000000000,"1","0","2",2.000000000000000,"1","0",6.465380378437148,"0",7.199999809265140,
"4666","10002791",HODGE UNIT,379 FM 2972 WEST,RUSK,TX,"75785","3666",(903) 683-5781,STATE,OPEN,"939",CHEROKEE,"48073",USA,MEDIUM,-95.162731,31.808177,0.630000000000000,0.720000000000000,4267.000000000000000,"0","0","2",2.000000000000000,"0","1",7.180645173595798,"0",7.250000000000000,
"4668","10000209",HOLLIDAY TRANSFER FACILITY,295 INTERSTATE HWY 45 N,HUNTSVILLE,TX,"77320","8443",(936) 295-8200,STATE,OPEN,"2056",WALKER,"48471",USA,NOT AVAILABLE,-95.583489,30.727622,0.540000000000000,0.740000000000000,12013.000000000000000,"0","0","0",0.000000000000000,"0","0",6.794083974743618,"0",7.699999809265140,
"4669","10005130",TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,809 HARBORSIDE DRIVE,GALVESTON,TX,"77555","-999",(409) 772-2875,STATE,OPEN,"169",GALVESTON,"48167",USA,MAXIMUM,-94.777859,29.312443,0.750000000000000,0.520000000000000,3043.000000000000000,"0","0","0",0.000000000000000,"0","0",6.899999856948854,"0",6.800000190734860,
"4671","10000196",HUGHES PRISON,3201 FM 929,GATESVILLE,TX,"76597","-999",(254) 865-6663,STATE,OPEN,"2936",CORYELL,"48099",USA,MAXIMUM,-97.704127,31.487983,0.440000000000000,0.570000000000000,7878.000000000000000,"0","0","0",0.000000000000000,"0","0",5.580000019073486,"0",5.500000000000000,
"4673","10000210",HUNTSVILLE PRISON,815 12TH ST,HUNTSVILLE,TX,"77348","-999",(936) 437-1555,STATE,OPEN,"1356",WALKER,"48471",USA,MAXIMUM,-95.546592,30.721661,0.800000000000000,0.770000000000000,4153.000000000000000,"0","0","3",2.000000000000000,"0","0",7.450000047683716,"0",7.599999904632570,
"4676","10002755",HUTCHINS STATE JAIL,1500 E LANGDON RD,DALLAS,TX,"75241","-999",(972) 225-1304,STATE,OPEN,"1939",DALLAS,"48113",USA,MINIMUM,-96.714887,32.660782,0.770000000000000,0.780000000000000,6078.000000000000000,"0","0","3",1.000000000000000,"0","0",8.472000007629395,"0",8.500000000000000,
"4677","10000234",JESTER III UNIT / TRUSTY CAMP,3 JESTER RD,RICHMOND,TX,"77406","-999",(281) 277-7000,STATE,OPEN,"1040",FORT BEND,"48157",USA,MEDIUM,-95.708056,29.622637,0.080000000000000,0.860000000000000,2819.000000000000000,"0","0","2",2.000000000000000,"0","0",7.966666857401530,"0",7.966666857401530,
"4679","10002886",JESTER IV (PSYCHIATRIC FACILITY),4 JESTER RD,RICHMOND,TX,"77406","-999",(281) 277-3700,STATE,OPEN,"468",FORT BEND,"48157",USA,NOT AVAILABLE,-95.702932,29.622779,0.080000000000000,0.860000000000000,2819.000000000000000,"0","0","2",2.000000000000000,"0","0",7.966666857401530,"0",8.100000381469730,
"4682","10000161",JOHNSTON SAFPF,703 AIRPORT RD,WINNSBORO,TX,"75494","-999",(903) 342-6166,STATE,OPEN,"600",WOOD,"48499",USA,MINIMUM,-95.283395,32.938331,0.840000000000000,0.700000000000000,3267.000000000000000,"0","0","0",0.000000000000000,"0","1",7.231818220832132,"0",7.000000000000000,
"4684","10000152",JORDAN PRISON,1992 HELTON RD,PAMPA,TX,"79065","-999",(806) 665-7070,STATE,OPEN,"993",GRAY,"48179",USA,MAXIMUM,-100.888241,35.566159,0.520000000000000,0.080000000000000,4906.000000000000000,"0","0","0",0.000000000000000,"0","1",4.481422590012331,"0",5.300000190734860,
"4685","10001966",BATEN ISF,1995 HELTON RD,PAMPA,TX,"79065","-999",(806) 665-7070,STATE,OPEN,"179",GRAY,"48179",USA,MEDIUM,-100.891904,35.564969,0.520000000000000,0.080000000000000,4906.000000000000000,"0","0","0",0.000000000000000,"0","1",4.481422590012331,"0",5.300000190734860,
"4688","10000228",KYLE CORRECTIONAL CENTER,23001 IH-35,KYLE,TX,"78640","-999",(512) 268-0079,STATE,OPEN,"264",HAYS,"48209",USA,MINIMUM,-97.872119,29.978871,0.320000000000000,0.780000000000000,16851.000000000000000,"0","0","0",0.000000000000000,"0","0",7.123636375774038,"0",7.049999952316280,
"4691","10002858",LEBLANC PRE-RELEASE FACILITY,3695 FM 3514,BEAUMONT,TX,"77705","-999",(409) 724-1515,STATE,OPEN,"1216",JEFFERSON,"48245",USA,MEDIUM,-94.039808,29.994834,,0.870000000000000,3130.000000000000000,"0","0","0",0.000000000000000,"0","1",8.300000190734863,"0",8.200000286102290,
"4692","10000208",LEWIS PRISON,777 FM 3497,WOODVILLE,TX,"75990","-999",(409) 283-8181,STATE,OPEN,"2084",TYLER,"48457",USA,MAXIMUM,-94.397733,30.795885,0.910000000000000,0.790000000000000,8067.000000000000000,"1","0","0",0.000000000000000,"1","0",6.929662528300582,"0",7.099999904632570,
"4696","10002876",LOCKHART CORRECTIONAL FACILITY,1400 INDUSTRIAL BLVD,LOCKHART,TX,"78644","-999",(512) 398-3480,STATE,OPEN,"956",CALDWELL,"48055",USA,MINIMUM,-97.652577,29.870177,0.590000000000000,0.730000000000000,5569.000000000000000,"0","0","2",2.000000000000000,"0","0",6.699999962534224,"0",6.649999856948850,
"4701","10002862",LYCHNER STATE JAIL,2350 ATASCOCITA ROAD,HUMBLE,TX,"77396","-999",(281) 454-5036,STATE,OPEN,"1756",HARRIS,"48201",USA,MEDIUM,-95.222508,29.957483,0.320000000000000,0.880000000000000,11976.000000000000000,"0","0","0",0.000000000000000,"0","0",9.724999984105429,"1",9.800000190734860,washuonly
"4703","10000203",LYNAUGH PRISON,1098 S HWY 2037,FORT STOCKTON,TX,"79735","-999",(432) 395-2938,STATE,OPEN,"1134",PECOS,"48371",USA,MEDIUM,-103.048701,30.789282,0.770000000000000,0.090000000000000,6195.000000000000000,"0","0","2",2.000000000000000,"0","1",5.907597833337158,"0",5.974999904632570,
"4704","10002828",MARLIN UNIT,2893 STATE HWY 6,MARLIN,TX,"76661","6588",(254) 883-3858,STATE,OPEN,"544",FALLS,"48145",USA,MINIMUM,-96.880501,31.294405,0.990000000000000,0.680000000000000,2124.000000000000000,"1","0","6",5.000000000000000,"1","0",6.608333309491476,"0",6.549999952316280,
"4707","10000248",MCCONNELL PRISON,3001 S EMILY DR,BEEVILLE,TX,"78102","-999",(361) 362-2300,STATE,OPEN,"2812",BEE,"48025",USA,MAXIMUM,-97.716919,28.372274,0.720000000000000,0.720000000000000,8417.000000000000000,"0","0","0",0.000000000000000,"0","0",6.455153219547112,"0",6.800000190734860,
"4709","10000176",MIDDLETON TRANSFER FACILITY,13055 FM 3522,ABILENE,TX,"79601","-999",(325) 548-9075,STATE,OPEN,"1985",JONES,"48253",USA,MAXIMUM,-99.625717,32.556351,,0.240000000000000,6856.000000000000000,"0","0","0",0.000000000000000,"0","0",6.599999984105428,"0",6.599999904632570,
"4781","10000122",BELL COUNTY FORESTRY CAMP,560 CORRECTIONAL DR,PINEVILLE,KY,"40977","-999",(606) 337-7065,STATE,OPEN,"299",BELL,"21013",USA,MINIMUM,-83.851692,36.668994,0.900000000000000,0.260000000000000,3316.000000000000000,"1","0","8",5.000000000000000,"1","1",6.622751309127404,"0",6.649999856948850,
"4782","10000120",KENTUCKY STATE PENITENTIARY,266 WATER ST,EDDYVILLE,KY,"42038","-999",(270) 388-2211,STATE,OPEN,"849",LYON,"21143",USA,MAXIMUM,-88.075742,37.049271,0.730000000000000,0.660000000000000,6582.000000000000000,"0","0","4",3.000000000000000,"0","0",6.678327000186472,"0",7.349999904632570,
"4783","10000103",KENTUCKY STATE REFORMATORY,3001 W HWY 146,LAGRANGE,KY,"40032","-999",(502) 222-9441,STATE,OPEN,"1660",OLDHAM,"21185",USA,MEDIUM,-85.416583,38.403891,0.380000000000000,0.670000000000000,4426.000000000000000,"0","0","0",0.000000000000000,"0","0",7.680000066757202,"0",7.800000190734860,
"4784","10000101",LUTHER LUCKETT CORRECTIONAL COMPLEX,1612 DAWKINS RD,LAGRANGE,KY,"40031","-999",(502) 222-0363,STATE,OPEN,"1180",OLDHAM,"21185",USA,MEDIUM,-85.425991,38.412431,0.380000000000000,0.670000000000000,4426.000000000000000,"0","0","0",0.000000000000000,"0","0",7.680000066757202,"0",7.699999809265140,
"4812","10000118",FCI MANCHESTER,805 FOX HOLLOW RD,MANCHESTER,KY,"40962","-999",(606) 598-1900,FEDERAL,OPEN,"964",CLAY,"21051",USA,MEDIUM,-83.789813,37.179614,0.810000000000000,0.260000000000000,5928.000000000000000,"0","0","5",3.000000000000000,"0","0",6.712820517711150,"0",6.950000047683720,
"4813","10000119",FCI MANCHESTER CAMP,805 FOX HOLLOW RD,MANCHESTER,KY,"40962","-999",(606) 598-1900,FEDERAL,OPEN,"141",CLAY,"21051",USA,MINIMUM,-83.782893,37.177782,0.810000000000000,0.260000000000000,5928.000000000000000,"0","0","5",3.000000000000000,"0","0",6.712820517711150,"0",6.900000095367430,
"4819","10000560",DENVER RECEPTION AND DIAGNOSTIC CENTER,10900 SMITH ROAD,DENVER,CO,"80239","-999",(303) 371-4804,STATE,OPEN,"560",DENVER,"08031",USA,MAXIMUM,-104.860803,39.766777,0.000000000000000,0.620000000000000,13570.000000000000000,"0","0","0",0.000000000000000,"0","1",7.291666706403096,"0",7.250000000000000,
"4823","10004551",ROBERT L. PATTEN PROBATION DETENTION CENTER,1009 NORTH 10TH AVENUE,LAKELAND,GA,"31635","-999",(229) 482-8241,STATE,OPEN,"-999",LANIER,"13173",USA,MINIMUM,-83.061784,31.039901,0.840000000000000,0.320000000000000,8350.000000000000000,"0","0","0",0.000000000000000,"0","0",7.694833987753330,"0",7.599999904632570,
"4824","10002226",CENTENNIAL CORRECTIONAL FACILITY,E US HIGHWAY 50 EVANS BLVD,CANON CITY,CO,"81215","-999",(719) 269-4810,STATE,OPEN,"306",FREMONT,"08043",USA,MAXIMUM,-105.151673,38.437767,,0.010000000000000,5952.000000000000000,"0","0","1",1.000000000000000,"0","0",4.778571503502982,"0",4.750000000000000,
"4825","10000578",COLORADO TERRITORIAL CORRECTIONAL FACILITY,275 WEST UNITED STATES HIGHWAY 50,CANON CITY,CO,"81215","-999",(719) 275-4181,STATE,OPEN,"920",FREMONT,"08043",USA,CLOSE,-105.248695,38.438023,,0.010000000000000,308.000000000000000,"0","0","0",0.000000000000000,"0","0",5.131996439004578,"0",5.133333206176760,
"4830","10000385",HAMILTON CORRECTIONAL INSTITUTION,10650 SW 46TH ST,JASPER,FL,"32052","1360",(386) 792-5151,STATE,OPEN,"906",HAMILTON,"12047",USA,CLOSE,-82.961542,30.502226,0.900000000000000,0.210000000000000,8725.000000000000000,"1","0","1",1.000000000000000,"1","0",7.063709685879370,"0",7.199999809265140,
"4832","10005261",HERLONG FCI CAMP,741-925 ACCESS RD A-25,HERLONG,CA,"96113","-999",(530) 827-8000,FEDERAL,OPEN,"107",LASSEN,"06035",USA,MINIMUM,-120.153900,40.153008,0.610000000000000,0.270000000000000,3209.000000000000000,"0","0","1",1.000000000000000,"0","0",6.907597546378364,"0",6.199999809265140,
"4836","10000773",CALIFORNIA CORRECTIONAL CENTER (CCC),711-045 CENTER ROAD,SUSANVILLE,CA,"96127","0790",(530) 257-2181,STATE,OPEN,"4336",LASSEN,"06035",USA,MEDIUM,-120.516730,40.401958,0.660000000000000,0.370000000000000,9280.000000000000000,"0","0","2",1.000000000000000,"0","0",6.505048101911178,"0",6.450000047683720,
"4837","10000799",CALIFORNIA HEALTH CARE FACILITY (CHCF),7707 AUSTIN ROAD,STOCKTON,CA,"95215","-999",(209) 467-2500,STATE,OPEN,"2315",SAN JOAQUIN,"06077",USA,NOT AVAILABLE,-121.190585,37.897787,0.460000000000000,0.990000000000000,7055.000000000000000,"0","1","3",3.000000000000000,"1","0",7.874074123523854,"0",8.133333524068204,cejstonly
"4841","10001530",CALIFORNIA CORRECTIONAL INSTITUTION (CCI),24900 HWY 202,TEHACHAPI,CA,"93561","-999",(661) 822-4402,STATE,OPEN,"3818",KERN,"06029",USA,MAXIMUM,-118.570331,35.109916,,0.650000000000000,4228.000000000000000,"0","0","0",0.000000000000000,"0","0",5.559999942779542,"0",5.599999904632570,
"4842","10000428",LANCASTER CORRECTIONAL INSTITUTION,3449 SW STATE RD 26,TRENTON,FL,"32693","5641",(352) 463-4100,STATE,OPEN,"475",GILCHRIST,"12041",USA,CLOSE,-82.863474,29.608012,0.240000000000000,0.170000000000000,3497.000000000000000,"0","0","0",0.000000000000000,"0","0",6.730434780535490,"0",7.049999952316280,
"4844","10000056",WYOMING WOMEN'S CENTER,1000 W GRIFFITH BLVD,LUSK,WY,"82225","0020",(307) 334-3693,STATE,OPEN,"249",NIOBRARA,"56027",USA,MAXIMUM,-104.467310,42.767941,0.920000000000000,0.000000000000000,2422.000000000000000,"1","0","3",3.000000000000000,"1","1",5.034883409248942,"0",4.500000000000000,
"4846","10000384",HAMILTON CORRECTIONAL INSTITUTION ANNEX,10650 SW 46TH ST,JASPER,FL,"32052","1360",(386) 792-5897,STATE,OPEN,"1305",HAMILTON,"12047",USA,CLOSE,-82.967422,30.503556,0.900000000000000,0.210000000000000,8725.000000000000000,"1","0","1",1.000000000000000,"1","0",7.063709685879370,"0",7.199999809265140,
"4847","10000394",LAKE CITY CORRECTIONAL FACILITY,7906 EAST HIGHWAY 90,LAKE CITY,FL,"32055","6290",(386) 755-3379,STATE,OPEN,"876",COLUMBIA,"12023",USA,CLOSE,-82.507739,30.192528,0.700000000000000,0.210000000000000,9262.000000000000000,"0","0","2",2.000000000000000,"0","1",6.959601266686840,"0",7.400000095367430,
"4848","10000414",LAWTEY CORRECTIONAL INSTITUTION,22298 NE COUNTY ROAD 200B,LAWTEY,FL,"32058","-999",(904) 782-2000,STATE,OPEN,"800",BRADFORD,"12007",USA,MEDIUM,-82.072365,30.033921,0.810000000000000,0.250000000000000,5788.000000000000000,"0","0","1",1.000000000000000,"0","0",6.576250001788140,"0",6.599999904632570,
"4853","10000381",MADISON CORRECTIONAL INSTITUTION,382 SW MCI WAY,MADISON,FL,"32340","4430",(850) 973-5300,STATE,OPEN,"1259",MADISON,"12079",USA,CLOSE,-83.421612,30.440088,0.910000000000000,0.250000000000000,5834.000000000000000,"1","0","4",4.000000000000000,"1","0",6.604411735254176,"0",6.500000000000000,
"4864","10006323",MAYO CORRECTIONAL,8784 US HIGHWAY 27 W,MAYO,FL,"32066","-999",(386) 294-4500,STATE,OPEN,"0",LAFAYETTE,"12067",USA,NOT AVAILABLE,-83.304910,30.132717,0.490000000000000,0.200000000000000,2574.000000000000000,"0","0","3",2.000000000000000,"0","1",6.924590175920498,"0",7.400000095367430,
"4871","10006189",WYOMING MEDIUM CORRECTIONAL INSTITUTION,7076 ROAD 55F,TORRINGTON,WY,"82240","-999",(307) 532-3198,STATE,OPEN,"655",GOSHEN,"56015",USA,MAXIMUM,-104.119055,42.071220,0.460000000000000,0.000000000000000,5100.000000000000000,"0","0","2",2.000000000000000,"0","1",4.071287105579187,"0",3.950000047683720,
"4875","10000430",PUTNAM CORRECTIONAL INSTITUTION,128 YELVINGTON RD,EAST PALATKA,FL,"32131","2100",(386) 326-6800,STATE,OPEN,"449",PUTNAM,"12107",USA,MEDIUM,-81.587786,29.646170,0.380000000000000,0.180000000000000,4273.000000000000000,"0","0","3",2.000000000000000,"0","0",6.630303031266338,"0",7.699999809265140,
"4876","10000418",RECEPTION AND MEDICAL CENTER (RMC),7765 S COUNTY RD 231,LAKE BUTLER,FL,"32054","0628",(386) 496-6000,STATE,OPEN,"1614",UNION,"12125",USA,CLOSE,-82.359184,29.989656,0.610000000000000,0.210000000000000,7657.000000000000000,"0","0","4",3.000000000000000,"0","1",6.506872857149524,"0",6.774999976158140,
"4877","10000419","RECEPTION AND MEDICAL CENTER, WEST UNIT",8183 SW 152ND LOOP,LAKE BUTLER,FL,"32054","0628",(386) 496-6002,STATE,OPEN,"1225",UNION,"12125",USA,CLOSE,-82.367713,29.991872,0.610000000000000,0.210000000000000,7657.000000000000000,"0","0","4",3.000000000000000,"0","1",6.506872857149524,"0",6.750000000000000,
"4878","10006206",SUWANNEE CORRECTIONAL INSTITUTION,5964 U.S. HIGHWAY 90,LIVE OAK,FL,"32060","-999",(386) 963-6530,STATE,OPEN,"987",SUWANNEE,"12121",USA,CLOSE,-82.865576,30.237793,0.730000000000000,0.210000000000000,8447.000000000000000,"0","0","0",0.000000000000000,"0","0",6.646666669845582,"0",6.900000095367430,
"4887","10000444",TOMOKA CORRECTIONAL INSTITUTION,3950 TIGER BAY RD,DAYTONA BEACH,FL,"32124","1098",(386) 323-1070,STATE,OPEN,"1225",VOLUSIA,"12127",USA,CLOSE,-81.157268,29.151571,0.320000000000000,0.140000000000000,2954.000000000000000,"0","0","0",0.000000000000000,"0","0",6.079888290533140,"0",6.500000000000000,
"4888","10000055",WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,WY,"82501","9411",(307) 856-9578,STATE,OPEN,"271",FREMONT,"56013",USA,MINIMUM,-108.369896,43.059428,0.540000000000000,0.010000000000000,5111.000000000000000,"0","0","3",2.000000000000000,"0","0",4.030232529307521,"0",4.049999952316280,
"4889","10000057",WYOMING STATE PENITENTIARY,2900 S HIGLEY RD,RAWLINS,WY,"82301","0400",(307) 328-1441,STATE,OPEN,"678",CARBON,"56007",USA,MAXIMUM,-107.213795,41.762463,0.860000000000000,0.000000000000000,2337.000000000000000,"0","0","0",0.000000000000000,"0","1",3.454826053467452,"0",3.799999952316280,
"4891","10006675",CASPER REENTRY CENTER,10007 LANDMARK LANE,CASPER,WY,"82604","-999",(307) 268-4840,MULTI,OPEN,"249",NATRONA,"56025",USA,MEDIUM,-106.490481,42.892472,0.540000000000000,0.000000000000000,4680.000000000000000,"0","0","0",0.000000000000000,"0","1",3.545835766726705,"0",3.950000047683720,
"4894","10006207",SUWANNEE CORRECTIONAL INSTITUTION ANNEX,5964 U.S. HIGHWAY 90,LIVE OAK,FL,"32060","-999",(386) 963-6201,STATE,OPEN,"986",SUWANNEE,"12121",USA,CLOSE,-82.865594,30.235228,0.730000000000000,0.210000000000000,8447.000000000000000,"0","0","0",0.000000000000000,"0","0",6.646666669845582,"0",6.900000095367430,
"4899","10001218",RED EAGLE COMMUNITY WORK CENTER,1290 RED EAGLE RD,MONTGOMERY,AL,"36110","-999",(334) 262-4604,STATE,OPEN,"333",MONTGOMERY,"01101",USA,MINIMUM,-86.236904,32.465594,0.700000000000000,0.700000000000000,3534.000000000000000,"0","0","0",0.000000000000000,"0","1",8.459999974568685,"0",8.399999618530270,
"4903","10006195",FCI JESUP CAMP,2600 HIGHWAY 301 SOUTH,JESUP,GA,"31599","-999",(912) 427-0870,FEDERAL,OPEN,"150",WAYNE,"13305",USA,MINIMUM,-81.898878,31.566232,0.680000000000000,0.280000000000000,5771.000000000000000,"0","0","0",0.000000000000000,"0","0",6.913636424324730,"0",6.900000095367430,
"4909","10004094",DIXON CORRECTIONAL INSTITUTE,5568 STATE HWY 68,JACKSON,LA,"70748","-999",(225) 634-1200,STATE,OPEN,"1778",EAST FELICIANA,"22037",USA,MAXIMUM,-91.207514,30.813239,0.800000000000000,0.660000000000000,7698.000000000000000,"0","0","3",2.000000000000000,"0","0",6.816806731103850,"0",7.000000000000000,
"4910","10000963",LOUISIANA STATE PENITENTIARY,17544 TUNICA TRACE,ANGOLA,LA,"70712","-999",(225) 655-4411,STATE,OPEN,"6073",WEST FELICIANA,"22125",USA,MAXIMUM,-91.597326,30.959772,0.410000000000000,0.570000000000000,3780.000000000000000,"0","0","2",1.000000000000000,"0","0",7.784049116029330,"0",7.599999904632570,
"4912","10001643",TENSAS / J.B. EVANS CORRECTIONAL CENTER,500 ROUTH ST,NEWELTON,LA,"71357","-999",(318) 467-3355,STATE,OPEN,"-999",TENSAS,"22107",USA,MEDIUM,-91.243575,32.065046,0.990000000000000,0.510000000000000,1580.000000000000000,"1","0","7",5.000000000000000,"1","0",8.222979816523464,"0",8.399999618530270,
"4915","10000327",CI D RAY JAMES,3262 HIGHWAY 252,FOLKSTON,GA,"31537","-999",(912) 496-6242,FEDERAL,OPEN,"1826",CHARLTON,"13049",USA,MEDIUM,-81.978992,30.874011,0.830000000000000,0.200000000000000,9788.000000000000000,"0","0","3",3.000000000000000,"0","0",6.836689427851004,"0",6.700000047683720,
"4918","10000292",METRO STATE PRISON,1301 CONSTITUTION ROAD SOUTHEAST,ATLANTA,GA,"30316","-999",(404) 460-2100,STATE,OPEN,"355",DEKALB,"13089",USA,MEDIUM,-84.335932,33.686139,0.660000000000000,0.730000000000000,4533.000000000000000,"0","0","3",3.000000000000000,"0","0",8.954545627940785,"0",9.100000381469730,
"4919","10000329",VALDOSTA STATE PRISON ANNEX,3131 VAL TECH RD,VALDOSTA,GA,"31601","-999",(229) 245-6450,STATE,OPEN,"6",LOWNDES,"13185",USA,MEDIUM,-83.344819,30.855135,0.320000000000000,0.360000000000000,3899.000000000000000,"0","0","0",0.000000000000000,"0","0",7.485436907092344,"0",8.000000000000000,
