,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
4601,4602,10002905,CONNALLY PRISON,899 FM 632,KENEDY,TX,78119,-999,(830) 583-4003,STATE,OPEN,2514.0,KARNES,48255,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2148.0,0.0179527194091,{DC632E52-5716-4DF0-B04F-B3E52B772BEE},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017952719409068573,2.24501576265e-05,POINT (-97.83439400609348 28.775163887687803)
4602,4603,10002920,COTULLA TRANSFER FACILITY,610 FM 624,COTULLA,TX,78014,-999,(830) 879-3077,STATE,OPEN,572.0,LA SALLE,48283,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,606.0,0.00881602868089,{35C4F83B-1523-4525-857E-D8B3307FE589},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008816028680887066,3.31979407982e-06,POINT (-99.21657527954684 28.436231145660845)
4607,4608,10000151,DALHART PRISON,11950 FM 998,DALHART,TX,79022,-999,(806) 249-8655,STATE,OPEN,1027.0,HARTLEY,48205,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1398.0,0.0133086240834,{BE776EBA-1E58-424C-AB53-790B1E524E96},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013308624083420182,1.12005254456e-05,POINT (-102.55936801656581 36.0231029899055)
4609,4610,10000174,PRICE DANIEL UNIT,938 S FM 1673,SNYDER,TX,79549,-999,(325) 573-1114,STATE,OPEN,970.0,SCURRY,48415,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-27 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1384.0,0.0125213516451,{04694A17-51EB-46EB-BED7-A73F2FFB43F2},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01252135164513292,1.01525985447e-05,POINT (-100.8188507487806 32.72238801648267)
4610,4611,10000246,DARRINGTON UNIT,59 DARRINGTON RD,ROSHARON,TX,77583,-999,(281) 595-3465,STATE,OPEN,1837.0,BRAZORIA,48039,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1931.0,0.0132497799352,{42E691B0-A930-497A-B439-BBAE6D296EB7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013249779935207442,6.47593355919e-06,POINT (-95.48983830564345 29.399045379894808)
4613,4614,10000197,DIBOLL CORRECTIONAL CENTER,1604 S 1ST ST,DIBOLL,TX,75941,-999,(936) 829-2295,STATE,OPEN,511.0,ANGELINA,48005,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.mtctrains.com/corrections/#locations,MEDIUM,518.0,0.0163944301943,{072A8833-7405-4F99-8B1C-28B091866F2C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016394430194281166,1.51602677777e-05,POINT (-94.80579063470185 31.173059549475596)
4616,4617,10002893,DOMINGUEZ STATE PRISON,6535 CAGNON RD,SAN ANTONIO,TX,78252,2202,(210) 675-6620,STATE,OPEN,2098.0,BEXAR,48029,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2276.0,0.0140062844518,{A8CEDA7F-7CE6-47CF-A148-7EDE0B27B760},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014006284451834702,9.89007544817e-06,POINT (-98.71135091966781 29.36633409065654)
4619,4620,10000198,DUNCAN GERIATRIC FACILITY,1502 S 1ST ST,DIBOLL,TX,75941,-999,(936) 829-2616,STATE,OPEN,428.0,ANGELINA,48005,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,NOT AVAILABLE,606.0,0.008539713039,{62B0C3E9-B867-4D8F-8A3C-FBCB64BD8BED},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008539713039003607,3.73871033277e-06,POINT (-94.80290315156932 31.172283373768256)
4620,4621,10002784,EAST TEXAS TREATMENT FACILITY,900 INDUSTRIAL DR,HENDERSON,TX,75652,-999,(903) 655-3300,STATE,OPEN,471.0,RUSK,48401,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-14 00:00:00+00:00,http://www.mtctrains.com/corrections/#locations,MINIMUM,2236.0,0.0095143109909,{A591A513-0795-4589-87A6-B9DCDF419DD8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009514310990903874,4.33005842378e-06,POINT (-94.80097262641637 32.17522475051462)
4621,4622,10002822,EASTHAM PRISON AND TRUSTY CAMP,2665 PRISON ROAD 1,LOVELADY,TX,75851,-999,(936) 636-7321,STATE,OPEN,2425.0,HOUSTON,48225,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-14 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2474.0,0.0188594280391,{47F143B7-AB8D-4767-8A0C-8C051ED67877},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.018859428039089906,9.87836435756e-06,POINT (-95.63164803326 30.97710413768144)
4624,4625,10000212,ELLIS PRISON,1697 FM 980,HUNTSVILLE,TX,77343,-999,(936) 295-5756,STATE,OPEN,2143.0,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-14 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2482.0,0.0207233210734,{272914D5-320D-4936-A0E0-540320B40171},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.020723321073440742,1.26449611521e-05,POINT (-95.45508758207326 30.885001173788293)
4626,4627,10000215,ESTELLE PRISON,264 FM 3478,HUNTSVILLE,TX,77320,3320,(936) 291-4200,STATE,OPEN,2833.0,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-14 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,3480.0,0.0269855769991,{CB07824A-01EE-430C-BDE8-73B7873E3F57},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.026985576999117983,1.90927833336e-05,POINT (-95.48534044803468 30.88992256462016)
4629,4630,10000206,FERGUSON PRISON,12120 SAVAGE DR,MIDWAY,TX,75852,-999,(936) 348-3751,STATE,OPEN,2366.0,MADISON,48313,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2421.0,0.0185196916606,{FE8AE13A-ABB3-4EBA-BBD2-9C02FBD1CB9C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01851969166060281,1.01424737462e-05,POINT (-95.70583813744396 30.960322305248408)
4631,4632,10002714,FORMBY STATE JAIL,998 COUNTY RD AA,PLAINVIEW,TX,79072,-999,(806) 296-2448,STATE,OPEN,974.0,HALE,48189,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,1100.0,0.0101238764586,{26D959EE-B412-4EFE-A82A-23616D31D48E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010123876458550304,6.26335494342e-06,POINT (-101.64604839058963 34.17790321253885)
4634,4635,10000200,FORT STOCKTON TRANSFER FACILITY,1536 INTERSTATE HWY 10 E,FORT STOCKTON,TX,79735,-999,(432) 336-7676,STATE,OPEN,594.0,PECOS,48371,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,606.0,0.00819605149757,{6C865333-E749-434E-A934-5CE0150A6387},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008196051497572727,3.89185316181e-06,POINT (-102.86467468068864 30.899661391623205)
4635,4636,10002917,GARZA EAST TRANSFER FACILITY,4304 HWY 202,BEEVILLE,TX,78102,-999,(361) 358-9880,STATE,OPEN,1744.0,BEE,48025,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2458.0,0.0137173069535,{300CDC9D-FF30-471A-AF98-5CAAE78E823E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013717306953454187,1.07510766717e-05,POINT (-97.65911891459606 28.378467594638554)
4636,4637,10002916,GARZA WEST TRANSFER FACILITY,4250 HWY 202,BEEVILLE,TX,78102,-999,(361) 358-9890,STATE,OPEN,2147.0,BEE,48025,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2278.0,0.0156356992748,{CC2511E4-6027-425C-A138-4FBACCBEB640},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015635699274821856,1.43416493129e-05,POINT (-97.66657027074062 28.377669190717132)
4638,4639,10002857,GIST STATE JAIL,3295 FM 3514,BEAUMONT,TX,77705,-999,(409) 727-8400,STATE,OPEN,2042.0,JEFFERSON,48245,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2276.0,0.01385594514,{1349344D-3C1F-491A-8AAF-84490BFF21E1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013855945140042208,9.73905421182e-06,POINT (-94.04945852921784 29.99535146022225)
4641,4642,10002928,GLOSSBRENNER PRISON-SAFPF,5100 S FM 1329,SAN DIEGO,TX,78384,-999,(361) 279-2705,STATE,OPEN,141.0,DUVAL,48131,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.texastribune.org/library/data/texas-prisons/units/,2017-02-08 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MINIMUM,612.0,0.00657932910768,{380D235E-8D19-49BC-A815-4B4C44EC8CD5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.00657932910768131,2.13419256768e-06,POINT (-98.25699887920865 27.70981472330557)
4645,4646,10000204,GOODMAN TRANSFER FACILITY,349 PRIVATE RD 8430,JASPER,TX,75951,-999,(409) 383-0012,STATE,OPEN,341.0,JASPER,48241,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,612.0,0.00721162175681,{DF8B90F7-4D5D-4CDC-BCF1-97A8331726B6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007211621756805892,3.25796008634e-06,POINT (-93.94563445339273 30.91440344059099)
4646,4647,10000213,GOREE PRISON AND TRUSTY CAMP,7405 STATE HWY 75 S,HUNTSVILLE,TX,77344,-999,(936) 295-6331,STATE,OPEN,889.0,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1321.0,0.0145085520603,{4C4A7DC6-9F6C-4183-81E2-74772512E729},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014508552060255196,4.93754870017e-06,POINT (-95.51472109278129 30.673638871187624)
4650,4651,10000184,GURNEY TRANSFER FACILITY,1385 FM 3328,PALESTINE,TX,75803,-999,(903) 928-3118,STATE,OPEN,1953.0,ANDERSON,48001,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,2128.0,0.0158634315906,{BDD49576-AE63-4AB9-A266-2D2689E0CCF7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015863431590565698,1.24800834607e-05,POINT (-95.82290174428685 31.758915715539235)
4651,4652,10002835,HALBERT UNIT,800 ELLEN HALBERT DR,BURNET,TX,78611,-999,(512) 756-6171,STATE,OPEN,190.0,BURNET,48053,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,NOT AVAILABLE,612.0,0.00673576842761,{B6D503EF-3D67-48C4-90BD-CE8661207C34},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0067357684276113695,2.08669316532e-06,POINT (-98.24696207837982 30.742731874811966)
4653,4654,10000216,HAMILTON PRISON (PRE-RELEASE FACILITY),200 LEE MORRISON LANE,BRYAN,TX,77807,-999,(979) 779-1633,STATE,OPEN,1057.0,BRAZOS,48041,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,1166.0,0.0128135163484,{08B4B26C-01C0-4080-BD8F-756FA85A33A0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01281351634835554,8.81056490046e-06,POINT (-96.4194417723995 30.690992528329677)
4655,4656,10002799,HAVINS PRE-RELEASE FACILITY,500 FM 45 E,BROWNWOOD,TX,76801,-999,(325) 643-5575,STATE,OPEN,566.0,BROWN,48049,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-18 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,596.0,0.00959174810615,{5FFD546A-E5FC-4069-865B-8FF71209949F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009591748106150823,4.39898194694e-06,POINT (-98.97372367657415 31.65653875536133)
4657,4658,10002845,HENLEY STATE JAIL,7581 HWY 321,DAYTON,TX,77535,-999,(936) 258-2476,STATE,OPEN,157.0,LIBERTY,48291,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,576.0,0.00683909823342,{1DE0DCBF-46CD-42C8-8BE2-E29FA788FC54},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006839098233419502,3.19450321925e-06,POINT (-94.92968432575792 30.10528282560872)
4660,4661,10000224,L.V. HIGHTOWER UNIT,902 FM 686,DAYTON,TX,77535,-999,(936) 258-8013,STATE,OPEN,1317.0,LIBERTY,48291,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1384.0,0.0123677743458,{3638B692-205D-456E-8C91-2718827F8101},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01236777434584447,9.88350321672e-06,POINT (-94.93349536682862 30.104520881810128)
4663,4664,10002827,HOBBY PRISON,742 FM 712,MARLIN,TX,76661,-999,(254) 883-5561,STATE,OPEN,1349.0,FALLS,48145,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1384.0,0.0125739326776,{3D552C65-705E-4565-BB8E-E4EF4981C63F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012573932677614485,9.97336562199e-06,POINT (-96.90881570483583 31.255312407658952)
4665,4666,10002791,HODGE UNIT,379 FM 2972 WEST,RUSK,TX,75785,3666,(903) 683-5781,STATE,OPEN,939.0,CHEROKEE,48073,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,989.0,0.012227990817,{B6445964-05F8-418A-8A99-ECE64D003513},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012227990816957149,5.20214573482e-06,POINT (-95.16273078159267 31.80817742162651)
4667,4668,10000209,HOLLIDAY TRANSFER FACILITY,295 INTERSTATE HWY 45 N,HUNTSVILLE,TX,77320,8443,(936) 295-8200,STATE,OPEN,2056.0,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,NOT AVAILABLE,2128.0,0.0156758979716,{9020768D-858C-49FA-BC7F-A716C3837653},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015675897971603694,1.224953998e-05,POINT (-95.5834894689207 30.727621889262178)
4668,4669,10005130,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,809 HARBORSIDE DRIVE,GALVESTON,TX,77555,-999,(409) 772-2875,STATE,OPEN,169.0,GALVESTON,48167,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-03-04 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,365.0,0.00267870278161,{D8365D74-C655-4F82-81AB-97C71986FC1F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0026787027816112946,2.92960376088e-07,POINT (-94.77785907304832 29.312443021466574)
4670,4671,10000196,HUGHES PRISON,3201 FM 929,GATESVILLE,TX,76597,-999,(254) 865-6663,STATE,OPEN,2936.0,CORYELL,48099,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2984.0,0.0174729712728,{902328C7-93B8-4564-BACD-E8FC1319CB36},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0174729712728233,1.99253536826e-05,POINT (-97.7041273519307 31.487983321311194)
4672,4673,10000210,HUNTSVILLE PRISON,815 12TH ST,HUNTSVILLE,TX,77348,-999,(936) 437-1555,STATE,OPEN,1356.0,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1705.0,0.00790222625508,{FA9191D7-9EB8-4B63-8722-BF35D5943B51},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007902226255075251,3.75345379294e-06,POINT (-95.54659216739353 30.72166059104111)
4675,4676,10002755,HUTCHINS STATE JAIL,1500 E LANGDON RD,DALLAS,TX,75241,-999,(972) 225-1304,STATE,OPEN,1939.0,DALLAS,48113,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MINIMUM,2276.0,0.0143032125633,{78DA52F7-2C18-43BD-BAD8-2D63C7C063BE},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014303212563319713,1.00098322191e-05,POINT (-96.7148871553611 32.660781791035205)
4676,4677,10000234,JESTER III UNIT / TRUSTY CAMP,3 JESTER RD,RICHMOND,TX,77406,-999,(281) 277-7000,STATE,OPEN,1040.0,FORT BEND,48157,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,1131.0,0.018620543105,{CC8B7B3E-F310-4367-AFC1-64BD0F2B19B6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01862054310504855,1.22100978699e-05,POINT (-95.70805635060377 29.622637470716214)
4678,4679,10002886,JESTER IV (PSYCHIATRIC FACILITY),4 JESTER RD,RICHMOND,TX,77406,-999,(281) 277-3700,STATE,OPEN,468.0,FORT BEND,48157,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-20 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,NOT AVAILABLE,550.0,0.00839546584928,{8A925B37-EDB8-4A12-ABFC-DCABC863106B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008395465849284139,4.74367192913e-06,POINT (-95.70293223749755 29.622778579241608)
